model,lDDToligo_True,TMscore,QSglob,lDDToligo_EnQA-MSA
H1167TS003_4,0.852,0.821,0.594,0.82763671875
H1167TS011_5,0.836,0.686,0.594,0.830078125
H1167TS227_3,0.835,0.698,0.594,0.81494140625
H1167TS133_3,0.835,0.698,0.594,0.81494140625
H1167TS131_5,0.855,0.82,0.594,0.81640625
H1167TS131_2,0.853,0.812,0.594,0.82861328125
H1167TS434_5,0.836,0.686,0.594,0.830078125
H1167TS374_2,0.855,0.82,0.594,0.8408203125
H1167TS119_3,0.853,0.812,0.594,0.82861328125
H1167TS288_3,0.84,0.704,0.593,0.8291015625
H1167TS086_4,0.851,0.823,0.593,0.8271484375
H1167TS158_5,0.851,0.823,0.593,0.8271484375
H1167TS185_3,0.85,0.823,0.593,0.89501953125
H1167TS291_1,0.825,0.704,0.593,0.70654296875
H1167TS374_3,0.853,0.818,0.593,0.83251953125
H1167TS348_2,0.853,0.817,0.593,0.83251953125
H1167TS350_1,0.825,0.704,0.593,0.70654296875
H1167TS298_3,0.835,0.702,0.592,0.82861328125
H1167TS131_3,0.853,0.82,0.592,0.8203125
H1167TS360_3,0.835,0.704,0.592,0.82568359375
H1167TS119_5,0.853,0.821,0.592,0.8203125
H1167TS348_4,0.85,0.823,0.592,0.83740234375
H1167TS348_1,0.833,0.707,0.592,0.83154296875
H1167TS367_3,0.835,0.7,0.592,0.83447265625
H1167TS360_1,0.835,0.708,0.592,0.82470703125
H1167TS158_3,0.835,0.7,0.592,0.83447265625
H1167TS390_4,0.835,0.701,0.591,0.82568359375
H1167TS367_4,0.852,0.819,0.591,0.828125
H1167TS158_4,0.852,0.819,0.591,0.828125
H1167TS086_1,0.852,0.819,0.591,0.828125
H1167TS003_1,0.852,0.819,0.591,0.828125
H1167TS054_2,0.835,0.705,0.591,0.82177734375
H1167TS399_2,0.835,0.705,0.591,0.82177734375
H1167TS320_4,0.835,0.701,0.591,0.82568359375
H1167TS125_2,0.835,0.705,0.591,0.82177734375
H1167TS158_2,0.835,0.7,0.59,0.83447265625
H1167TS367_2,0.835,0.7,0.59,0.83447265625
H1167TS054_5,0.836,0.707,0.59,0.826171875
H1167TS348_3,0.835,0.701,0.59,0.82861328125
H1167TS399_5,0.836,0.707,0.59,0.826171875
H1167TS125_5,0.836,0.707,0.59,0.826171875
H1167TS003_5,0.835,0.7,0.59,0.83447265625
H1167TS439_4,0.806,0.704,0.59,0.83349609375
H1167TS086_3,0.835,0.7,0.59,0.83447265625
H1167TS320_5,0.835,0.701,0.59,0.8291015625
H1167TS298_4,0.835,0.705,0.59,0.82958984375
H1167TS073_2,0.74,0.684,0.59,0.80322265625
H1167TS390_5,0.835,0.701,0.59,0.82861328125
H1167TS011_1,0.835,0.7,0.59,0.81640625
H1167TS003_3,0.835,0.7,0.59,0.833984375
H1167TS367_1,0.835,0.7,0.59,0.833984375
H1167TS239_4,0.806,0.704,0.59,0.83349609375
H1167TS434_1,0.835,0.7,0.59,0.81640625
H1167TS092_1,0.827,0.699,0.59,0.8046875
H1167TS086_2,0.835,0.7,0.59,0.833984375
H1167TS158_1,0.835,0.7,0.59,0.833984375
H1167TS227_5,0.834,0.7,0.588,0.8212890625
H1167TS239_3,0.812,0.705,0.588,0.8427734375
H1167TS439_3,0.812,0.705,0.588,0.8427734375
H1167TS278_2,0.742,0.804,0.588,0.64306640625
H1167TS133_5,0.834,0.7,0.588,0.8212890625
H1167TS133_1,0.833,0.695,0.587,0.828125
H1167TS086_5,0.852,0.816,0.587,0.83056640625
H1167TS227_1,0.833,0.695,0.587,0.828125
H1167TS227_4,0.834,0.701,0.587,0.82177734375
H1167TS133_4,0.834,0.701,0.587,0.82177734375
H1167TS298_2,0.837,0.704,0.586,0.82470703125
H1167TS390_3,0.835,0.706,0.586,0.8291015625
H1167TS320_3,0.835,0.706,0.586,0.8291015625
H1167TS150_2,0.835,0.706,0.586,0.80615234375
H1167TS298_1,0.834,0.705,0.585,0.8271484375
H1167TS011_3,0.834,0.701,0.585,0.8203125
H1167TS434_3,0.834,0.701,0.585,0.8203125
H1167TS374_4,0.853,0.824,0.585,0.83203125
H1167TS390_1,0.853,0.819,0.583,0.8271484375
H1167TS320_1,0.853,0.819,0.583,0.82763671875
H1167TS314_1,0.853,0.819,0.583,0.8271484375
H1167TS350_3,0.817,0.712,0.583,0.70703125
H1167TS150_1,0.853,0.819,0.583,0.8076171875
H1167TS291_3,0.817,0.712,0.583,0.70703125
H1167TS131_1,0.856,0.821,0.582,0.826171875
H1167TS390_2,0.852,0.811,0.582,0.83056640625
H1167TS320_2,0.852,0.811,0.582,0.83056640625
H1167TS119_1,0.856,0.821,0.582,0.826171875
H1167TS374_1,0.854,0.821,0.58,0.8359375
H1167TS205_1,0.847,0.811,0.58,0.70556640625
H1167TS374_5,0.838,0.71,0.58,0.8408203125
H1167TS188_4,0.737,0.632,0.579,0.875
H1167TS215_2,0.834,0.739,0.577,0.81640625
H1167TS037_2,0.851,0.806,0.576,0.83935546875
H1167TS133_2,0.834,0.701,0.574,0.826171875
H1167TS037_4,0.838,0.739,0.574,0.86865234375
H1167TS227_2,0.834,0.701,0.574,0.826171875
H1167TS037_3,0.825,0.701,0.574,0.8330078125
H1167TS444_4,0.835,0.82,0.572,0.83349609375
H1167TS314_4,0.834,0.674,0.572,0.705078125
H1167TS291_4,0.819,0.713,0.568,0.70751953125
H1167TS350_4,0.819,0.713,0.568,0.70751953125
H1167TS205_4,0.83,0.7,0.568,0.7060546875
H1167TS035_1,0.767,0.696,0.567,0.66552734375
H1167TS248_1,0.767,0.696,0.567,0.66552734375
H1167TS037_1,0.838,0.658,0.566,0.85302734375
H1167TS398_2,0.844,0.811,0.565,0.822265625
H1167TS494_3,0.831,0.695,0.564,0.74951171875
H1167TS314_5,0.842,0.808,0.563,0.370361328125
H1167TS278_4,0.709,0.715,0.559,0.72998046875
H1167TS073_1,0.776,0.805,0.556,0.80859375
H1167TS073_3,0.755,0.67,0.555,0.82666015625
H1167TS444_3,0.814,0.703,0.551,0.84814453125
H1167TS165_3,0.787,0.684,0.551,0.58154296875
H1167TS278_3,0.83,0.804,0.55,0.806640625
H1167TS054_4,0.837,0.644,0.55,0.8623046875
H1167TS125_4,0.837,0.644,0.55,0.8623046875
H1167TS399_4,0.837,0.644,0.55,0.8623046875
H1167TS054_1,0.831,0.659,0.55,0.85595703125
H1167TS399_1,0.831,0.659,0.55,0.85595703125
H1167TS125_1,0.831,0.659,0.55,0.85595703125
H1167TS225_4,0.841,0.695,0.549,0.8896484375
H1167TS073_5,0.763,0.654,0.549,0.818359375
H1167TS278_1,0.832,0.683,0.548,0.845703125
H1167TS291_5,0.822,0.7,0.547,0.7080078125
H1167TS350_5,0.822,0.7,0.547,0.7080078125
H1167TS205_3,0.83,0.699,0.546,0.7060546875
H1167TS312_3,0.826,0.803,0.546,0.70703125
H1167TS444_5,0.815,0.648,0.545,0.9013671875
H1167TS493_2,0.813,0.774,0.545,0.8310546875
H1167TS205_5,0.834,0.666,0.545,0.70703125
H1167TS399_3,0.836,0.655,0.542,0.86181640625
H1167TS054_3,0.836,0.655,0.542,0.86181640625
H1167TS291_2,0.823,0.708,0.542,0.70849609375
H1167TS350_2,0.823,0.708,0.542,0.70849609375
H1167TS073_4,0.749,0.646,0.542,0.7880859375
H1167TS125_3,0.836,0.655,0.542,0.86181640625
H1167TS312_1,0.826,0.804,0.54,0.705078125
H1167TS385_1,0.825,0.654,0.538,0.85986328125
H1167TS225_5,0.844,0.711,0.538,0.87646484375
H1167TS245_1,0.825,0.654,0.538,0.85986328125
H1167TS314_2,0.843,0.819,0.537,0.37158203125
H1167TS312_5,0.825,0.806,0.536,0.70556640625
H1167TS225_2,0.831,0.688,0.528,0.8662109375
H1167TS225_3,0.832,0.699,0.525,0.86962890625
H1167TS447_1,0.782,0.654,0.524,0.6767578125
H1167TS444_2,0.808,0.653,0.522,0.904296875
H1167TS444_1,0.829,0.814,0.521,0.83447265625
H1167TS312_4,0.826,0.778,0.519,0.70654296875
H1167TS314_3,0.837,0.661,0.513,0.70654296875
H1167TS225_1,0.841,0.683,0.512,0.8701171875
H1167TS147_1,0.744,0.799,0.506,0.70947265625
H1167TS493_4,0.81,0.788,0.505,0.82763671875
H1167TS165_2,0.788,0.7,0.505,0.51611328125
H1167TS447_2,0.783,0.652,0.505,0.677734375
H1167TS398_4,0.838,0.791,0.504,0.82568359375
H1167TS494_1,0.83,0.673,0.503,0.7265625
H1167TS494_2,0.843,0.786,0.502,0.7490234375
H1167TS312_2,0.819,0.775,0.494,0.705078125
H1167TS447_5,0.781,0.65,0.493,0.67431640625
H1167TS494_4,0.712,0.641,0.492,0.7216796875
H1167TS447_4,0.783,0.657,0.491,0.6806640625
H1167TS165_1,0.772,0.683,0.49,0.467529296875
H1167TS398_3,0.835,0.8,0.489,0.82666015625
H1167TS447_3,0.782,0.653,0.489,0.68310546875
H1167TS493_3,0.794,0.713,0.487,0.82177734375
H1167TS493_5,0.801,0.766,0.484,0.82958984375
H1167TS493_1,0.811,0.806,0.484,0.83203125
H1167TS398_5,0.834,0.818,0.479,0.82568359375
H1167TS147_2,0.743,0.796,0.475,0.70947265625
H1167TS165_4,0.753,0.677,0.475,0.61376953125
H1167TS398_1,0.838,0.801,0.472,0.82421875
H1167TS188_3,0.702,0.612,0.466,0.8798828125
H1167TS098_1,0.702,0.612,0.466,0.8798828125
H1167TS169_1,0.702,0.612,0.466,0.8798828125
H1167TS147_3,0.727,0.794,0.463,0.7080078125
H1167TS165_5,0.768,0.683,0.458,0.5224609375
H1167TS147_5,0.737,0.791,0.453,0.70751953125
H1167TS188_2,0.705,0.6,0.449,0.875
H1167TS188_1,0.706,0.6,0.449,0.875
H1167TS147_4,0.73,0.785,0.442,0.70654296875
H1167TS169_3,0.691,0.575,0.374,0.8798828125
H1167TS098_5,0.691,0.575,0.374,0.8798828125
H1167TS098_2,0.691,0.575,0.374,0.8798828125
H1167TS169_2,0.691,0.575,0.374,0.8798828125
H1167TS098_4,0.691,0.575,0.374,0.8798828125
H1167TS169_4,0.691,0.575,0.374,0.8798828125
H1167TS169_5,0.691,0.575,0.374,0.8798828125
H1167TS098_3,0.691,0.575,0.374,0.8798828125
H1167TS091_2,0.689,0.61,0.313,0.64892578125
H1167TS091_1,0.682,0.605,0.299,0.7646484375
H1167TS091_5,0.679,0.593,0.284,0.8603515625
H1167TS091_3,0.694,0.626,0.242,0.76611328125
H1167TS091_4,0.698,0.582,0.23,0.83056640625
H1167TS234_4,0.609,0.438,0.012,0.5576171875
H1167TS234_2,0.607,0.419,0.011,0.55712890625
H1167TS234_3,0.609,0.32,0.004,0.5576171875
H1167TS234_1,0.61,0.431,0.003,0.5576171875
H1167TS333_2,0.388,0.351,0.0,0.75439453125
H1167TS368_2,0.388,0.351,0.0,0.75439453125
H1167TS368_5,0.369,0.314,0.0,0.69873046875
H1167TS368_4,0.375,0.305,0.0,0.71044921875
H1167TS333_4,0.375,0.305,0.0,0.71044921875
H1167TS333_5,0.369,0.314,0.0,0.69873046875
H1167TS234_5,0.606,0.42,0.0,0.55859375
