model,lDDToligo_True,lDDToligo_EnQA-MSA
H1144TS477_1,0.794,0.73779296875
H1144TS399_5,0.838,0.7138671875
H1144TS125_5,0.838,0.7138671875
H1144TS092_1,0.753,0.83740234375
H1144TS248_1,0.79,0.68408203125
H1144TS071_1,0.769,0.69580078125
H1144TS444_1,0.808,0.76318359375
H1144TS035_1,0.79,0.68408203125
H1144TS320_1,0.842,0.7568359375
H1144TS390_1,0.842,0.7568359375
H1144TS360_5,0.842,0.7568359375
H1144TS150_1,0.842,0.7392578125
H1144TS011_1,0.843,0.728515625
H1144TS348_2,0.84,0.74658203125
H1144TS434_1,0.843,0.728515625
H1144TS239_3,0.811,0.734375
H1144TS248_4,0.823,0.73388671875
H1144TS035_4,0.823,0.73388671875
H1144TS239_2,0.811,0.744140625
H1144TS446_5,0.828,0.71337890625
H1144TS461_5,0.828,0.71337890625
H1144TS462_2,0.83,0.7958984375
H1144TS348_5,0.836,0.72412109375
H1144TS180_4,0.828,0.77197265625
H1144TS011_3,0.838,0.72314453125
H1144TS180_3,0.827,0.80908203125
H1144TS462_3,0.831,0.78076171875
H1144TS434_3,0.838,0.72314453125
H1144TS312_1,0.838,0.7021484375
H1144TS312_3,0.837,0.7021484375
H1144TS367_1,0.839,0.72216796875
H1144TS374_4,0.844,0.78466796875
H1144TS180_2,0.829,0.81005859375
H1144TS462_5,0.83,0.76416015625
H1144TS234_4,0.805,0.48291015625
H1144TS439_5,0.814,0.72119140625
H1144TS398_5,0.835,0.7587890625
H1144TS447_1,0.782,0.6943359375
H1144TS367_4,0.842,0.74951171875
H1144TS073_1,0.716,0.77587890625
H1144TS462_4,0.83,0.79150390625
H1144TS003_2,0.842,0.74951171875
H1144TS158_2,0.842,0.74951171875
H1144TS086_1,0.842,0.74951171875
H1144TS461_1,0.834,0.76220703125
H1144TS086_4,0.843,0.75
H1144TS158_1,0.843,0.75
H1144TS439_3,0.813,0.7294921875
H1144TS003_1,0.843,0.75
H1144TS446_1,0.834,0.76220703125
H1144TS239_5,0.814,0.7353515625
H1144TS439_2,0.814,0.7353515625
H1144TS314_2,0.837,0.73193359375
H1144TS446_2,0.829,0.73388671875
H1144TS390_5,0.837,0.72509765625
H1144TS462_1,0.83,0.7919921875
H1144TS461_2,0.829,0.73388671875
H1144TS320_5,0.837,0.72509765625
H1144TS158_5,0.846,0.73046875
H1144TS447_3,0.783,0.6884765625
H1144TS003_5,0.85,0.7314453125
H1144TS298_1,0.848,0.7373046875
H1144TS350_1,0.833,0.70166015625
H1144TS239_4,0.813,0.7314453125
H1144TS360_1,0.848,0.7373046875
H1144TS158_4,0.85,0.7314453125
H1144TS091_4,0.749,0.662109375
H1144TS188_2,0.838,0.73486328125
H1144TS098_2,0.838,0.73486328125
H1144TS227_1,0.838,0.720703125
H1144TS133_1,0.838,0.720703125
H1144TS312_5,0.834,0.70166015625
H1144TS125_2,0.837,0.72021484375
H1144TS399_2,0.837,0.72021484375
H1144TS054_2,0.837,0.72021484375
H1144TS390_3,0.838,0.72900390625
H1144TS227_3,0.837,0.71337890625
H1144TS150_3,0.838,0.73876953125
H1144TS320_3,0.838,0.7294921875
H1144TS133_3,0.837,0.71337890625
H1144TS439_4,0.814,0.73486328125
H1144TS073_3,0.701,0.703125
H1144TS348_1,0.848,0.71923828125
H1144TS461_3,0.832,0.72412109375
H1144TS423_3,0.829,0.73095703125
H1144TS446_3,0.832,0.72412109375
H1144TS187_3,0.829,0.73095703125
H1144TS188_1,0.84,0.73779296875
H1144TS098_1,0.84,0.73779296875
H1144TS288_1,0.824,0.794921875
H1144TS367_3,0.841,0.73486328125
H1144TS423_1,0.833,0.78271484375
H1144TS187_1,0.833,0.78271484375
H1144TS097_1,0.847,0.865234375
H1144TS298_2,0.85,0.72802734375
H1144TS360_4,0.844,0.7197265625
H1144TS360_2,0.85,0.72802734375
H1144TS187_2,0.83,0.75146484375
H1144TS423_2,0.83,0.75146484375
H1144TS037_2,0.803,0.8671875
H1144TS360_3,0.85,0.72021484375
H1144TS298_3,0.85,0.72021484375
H1144TS447_2,0.784,0.697265625
H1144TS188_4,0.848,0.7236328125
H1144TS098_4,0.848,0.7236328125
H1144TS169_1,0.848,0.7236328125
H1144TS374_3,0.842,0.8525390625
H1144TS446_4,0.83,0.7197265625
H1144TS461_4,0.83,0.7197265625
H1144TS447_4,0.777,0.69189453125
H1144TS348_3,0.822,0.7275390625
H1144TS234_1,0.801,0.482177734375
H1144TS227_4,0.843,0.71484375
H1144TS133_4,0.843,0.71484375
H1144TS150_4,0.838,0.73583984375
H1144TS234_3,0.8,0.48095703125
H1144TS205_1,0.734,0.6962890625
H1144TS234_5,0.805,0.48193359375
H1144TS147_5,0.724,0.385986328125
H1144TS493_1,0.756,0.7548828125
H1144TS169_5,0.835,0.72119140625
H1144TS434_5,0.834,0.71337890625
H1144TS011_5,0.834,0.71337890625
H1144TS397_2,0.803,0.361328125
H1144TS185_3,0.81,0.78369140625
H1144TS397_5,0.79,0.36328125
H1144TS399_3,0.829,0.716796875
H1144TS054_3,0.829,0.716796875
H1144TS125_3,0.829,0.716796875
H1144TS493_2,0.747,0.75732421875
H1144TS434_4,0.836,0.72998046875
H1144TS011_4,0.836,0.72998046875
H1144TS205_5,0.749,0.701171875
H1144TS493_4,0.76,0.76611328125
H1144TS441_5,0.799,0.7705078125
H1144TS433_5,0.799,0.7705078125
H1144TS350_3,0.792,0.7021484375
H1144TS185_4,0.816,0.77978515625
H1144TS225_3,0.799,0.80810546875
H1144TS397_4,0.811,0.361328125
H1144TS035_3,0.778,0.705078125
H1144TS248_3,0.778,0.705078125
H1144TS147_3,0.719,0.3779296875
H1144TS441_4,0.803,0.77294921875
H1144TS433_4,0.803,0.77294921875
H1144TS185_1,0.808,0.78125
H1144TS071_5,0.776,0.703125
H1144TS054_4,0.828,0.72802734375
H1144TS158_3,0.824,0.77783203125
H1144TS133_2,0.822,0.7236328125
H1144TS350_2,0.82,0.70068359375
H1144TS441_3,0.797,0.771484375
H1144TS248_2,0.796,0.689453125
H1144TS312_2,0.807,0.70068359375
H1144TS227_5,0.825,0.72802734375
H1144TS215_1,0.794,0.7822265625
H1144TS441_1,0.784,0.7861328125
H1144TS315_1,0.336,0.86376953125
H1144TS433_1,0.784,0.7861328125
H1144TS215_2,0.796,0.77880859375
H1144TS320_4,0.829,0.7158203125
H1144TS314_1,0.745,0.7001953125
H1144TS314_3,0.744,0.70068359375
H1144TS314_4,0.747,0.69921875
H1144TS314_5,0.757,0.7001953125
H1144TS333_1,0.567,0.5927734375
H1144TS333_3,0.548,0.63916015625
H1144TS333_4,0.545,0.62255859375
H1144TS333_5,0.529,0.640625
H1144TS348_4,0.815,0.7255859375
H1144TS368_2,0.553,0.6064453125
H1144TS397_3,0.802,0.365234375
H1144TS390_4,0.829,0.7158203125
H1144TS434_2,0.824,0.72900390625
H1144TS433_3,0.797,0.771484375
H1144TS494_1,0.78,0.77197265625
H1144TS494_3,0.802,0.77490234375
H1144TS052_1,0.336,0.86376953125
H1144TS086_3,0.824,0.76953125
H1144TS003_3,0.824,0.77783203125
H1144TS119_4,0.821,0.70751953125
H1144TS165_3,0.739,0.560546875
H1144TS165_4,0.76,0.57861328125
H1144TS169_2,0.824,0.73095703125
H1144TS169_3,0.826,0.72509765625
H1144TS119_5,0.822,0.69970703125
H1144TS133_5,0.825,0.72802734375
H1144TS147_1,0.708,0.395751953125
H1144TS165_5,0.754,0.4423828125
H1144TS205_2,0.729,0.6982421875
H1144TS205_4,0.76,0.7001953125
H1144TS205_3,0.728,0.69775390625
H1144TS215_4,0.796,0.7841796875
H1144TS288_2,0.824,0.78271484375
H1144TS003_4,0.824,0.76953125
H1144TS035_5,0.81,0.7607421875
H1144TS298_4,0.828,0.7216796875
H1144TS067_2,0.722,0.65478515625
H1144TS398_4,0.789,0.7255859375
H1144TS399_4,0.828,0.72802734375
H1144TS119_2,0.822,0.708984375
H1144TS125_1,0.82,0.732421875
H1144TS125_4,0.828,0.72802734375
H1144TS333_2,0.553,0.6064453125
H1144TS350_5,0.81,0.70166015625
H1144TS368_4,0.545,0.62255859375
H1144TS368_5,0.529,0.640625
H1144TS385_1,0.829,0.7158203125
H1144TS037_3,0.824,0.80810546875
H1144TS165_1,0.739,0.5556640625
H1144TS390_2,0.825,0.7275390625
H1144TS398_3,0.785,0.72998046875
H1144TS399_1,0.82,0.732421875
H1144TS423_4,0.749,0.767578125
H1144TS147_4,0.709,0.388671875
H1144TS423_5,0.813,0.724609375
H1144TS054_1,0.82,0.732421875
H1144TS067_1,0.762,0.734375
H1144TS444_3,0.789,0.7314453125
H1144TS444_5,0.79,0.75830078125
H1144TS011_2,0.824,0.72900390625
H1144TS035_2,0.796,0.689453125
H1144TS169_4,0.827,0.73486328125
H1144TS180_5,0.816,0.77685546875
H1144TS185_5,0.797,0.75
H1144TS187_4,0.749,0.767578125
H1144TS187_5,0.813,0.724609375
H1144TS245_1,0.829,0.7158203125
H1144TS185_2,0.784,0.85107421875
H1144TS086_2,0.825,0.779296875
H1144TS086_5,0.824,0.77783203125
H1144TS091_3,0.723,0.65625
H1144TS147_2,0.713,0.390380859375
H1144TS150_2,0.825,0.736328125
H1144TS165_2,0.776,0.437744140625
H1144TS180_1,0.815,0.8388671875
H1144TS188_3,0.824,0.73095703125
H1144TS215_3,0.797,0.78955078125
H1144TS227_2,0.822,0.7236328125
H1144TS312_4,0.824,0.701171875
H1144TS320_2,0.825,0.7275390625
H1144TS350_4,0.81,0.7001953125
H1144TS367_5,0.825,0.779296875
H1144TS368_3,0.548,0.63916015625
H1144TS374_5,0.823,0.78662109375
H1144TS397_1,0.792,0.3662109375
H1144TS398_1,0.794,0.75537109375
H1144TS398_2,0.802,0.7314453125
H1144TS433_2,0.798,0.77490234375
H1144TS441_2,0.798,0.77490234375
H1144TS493_3,0.754,0.76416015625
H1144TS493_5,0.75,0.75341796875
H1144TS073_2,0.723,0.765625
H1144TS098_3,0.824,0.73095703125
H1144TS215_5,0.785,0.76123046875
H1144TS248_5,0.81,0.7607421875
H1144TS298_5,0.826,0.732421875
H1144TS368_1,0.567,0.5927734375
H1144TS494_2,0.779,0.77734375
