model,lDDToligo_True,lDDToligo_EnQA-MSA
T1121TS423_2o,0.77,0.8203125
T1121TS350_1o,0.767,0.7099609375
T1121TS187_5o,0.77,0.78466796875
T1121TS288_2o,0.769,0.7919921875
T1121TS180_4o,0.773,0.88134765625
T1121TS187_2o,0.77,0.8203125
T1121TS091_1o,0.742,0.51123046875
T1121TS462_5o,0.772,0.8662109375
T1121TS239_4o,0.747,0.904296875
T1121TS439_1o,0.747,0.904296875
T1121TS312_5o,0.766,0.70947265625
T1121TS439_3o,0.745,0.84423828125
T1121TS493_4o,0.768,0.80859375
T1121TS494_2o,0.495,0.75439453125
T1121TS119_1o,0.771,0.88134765625
T1121TS462_1o,0.771,0.8984375
T1121TS169_2o,0.77,0.82568359375
T1121TS131_1o,0.771,0.88134765625
T1121TS439_2o,0.746,0.8935546875
T1121TS037_1o,0.771,0.89990234375
T1121TS180_3o,0.773,0.88916015625
T1121TS169_4o,0.772,0.8818359375
T1121TS098_3o,0.772,0.9189453125
T1121TS169_1o,0.772,0.8818359375
T1121TS350_2o,0.77,0.70947265625
T1121TS180_2o,0.774,0.89306640625
T1121TS350_4o,0.769,0.7099609375
T1121TS348_2o,0.77,0.8095703125
T1121TS150_2o,0.771,0.83349609375
T1121TS288_3o,0.771,0.83349609375
T1121TS169_5o,0.774,0.828125
T1121TS423_5o,0.772,0.87646484375
T1121TS360_2o,0.769,0.83251953125
T1121TS360_5o,0.771,0.83251953125
T1121TS399_3o,0.77,0.814453125
T1121TS125_3o,0.77,0.814453125
T1121TS054_3o,0.77,0.814453125
T1121TS348_3o,0.771,0.806640625
T1121TS180_1o,0.773,0.90234375
T1121TS360_1o,0.771,0.79248046875
T1121TS248_5o,0.777,0.857421875
T1121TS035_5o,0.777,0.857421875
T1121TS350_3o,0.766,0.70947265625
T1121TS374_4o,0.774,0.869140625
T1121TS360_3o,0.77,0.82958984375
T1121TS320_5o,0.775,0.84521484375
T1121TS390_5o,0.775,0.84521484375
T1121TS086_4o,0.774,0.88037109375
T1121TS348_4o,0.768,0.828125
T1121TS147_5o,0.713,0.8505859375
T1121TS446_1o,0.771,0.85498046875
T1121TS205_1o,0.771,0.8076171875
T1121TS158_3o,0.774,0.88037109375
T1121TS461_1o,0.771,0.85498046875
T1121TS367_4o,0.772,0.87548828125
T1121TS086_3o,0.773,0.88330078125
T1121TS158_4o,0.773,0.88330078125
T1121TS035_2o,0.773,0.88427734375
T1121TS158_2o,0.773,0.884765625
T1121TS494_1o,0.773,0.7685546875
T1121TS298_1o,0.772,0.88134765625
T1121TS098_2o,0.773,0.91943359375
T1121TS003_4o,0.773,0.88427734375
T1121TS086_2o,0.773,0.884765625
T1121TS248_2o,0.773,0.88427734375
T1121TS367_1o,0.774,0.87353515625
T1121TS158_1o,0.773,0.88427734375
T1121TS086_1o,0.773,0.88427734375
T1121TS119_2o,0.772,0.8671875
T1121TS187_3o,0.773,0.88134765625
T1121TS320_3o,0.772,0.8671875
T1121TS003_3o,0.773,0.88232421875
T1121TS288_1o,0.77,0.826171875
T1121TS298_2o,0.773,0.880859375
T1121TS390_3o,0.772,0.8671875
T1121TS037_5o,0.766,0.85986328125
T1121TS298_4o,0.765,0.876953125
T1121TS423_3o,0.773,0.88134765625
T1121TS185_2o,0.74,0.82568359375
T1121TS205_4o,0.724,0.70849609375
T1121TS054_1o,0.775,0.869140625
T1121TS348_1o,0.772,0.8681640625
T1121TS367_5o,0.773,0.87060546875
T1121TS125_1o,0.775,0.869140625
T1121TS003_5o,0.772,0.87890625
T1121TS278_5o,0.77,0.8486328125
T1121TS298_5o,0.773,0.86474609375
T1121TS399_1o,0.775,0.869140625
T1121TS119_3o,0.771,0.8681640625
T1121TS158_5o,0.773,0.87646484375
T1121TS086_5o,0.773,0.87646484375
T1121TS360_4o,0.771,0.8681640625
T1121TS098_1o,0.773,0.9189453125
T1121TS003_2o,0.766,0.8828125
T1121TS390_4o,0.772,0.8662109375
T1121TS298_3o,0.771,0.87841796875
T1121TS188_4o,0.773,0.87353515625
T1121TS320_1o,0.771,0.8681640625
T1121TS390_1o,0.771,0.8681640625
T1121TS314_2o,0.771,0.8681640625
T1121TS367_3o,0.774,0.8779296875
T1121TS320_4o,0.772,0.86669921875
T1121TS150_1o,0.771,0.8681640625
T1121TS390_2o,0.775,0.86767578125
T1121TS367_2o,0.77,0.8515625
T1121TS188_1o,0.767,0.70849609375
T1121TS439_5o,0.744,0.82421875
T1121TS320_2o,0.775,0.8681640625
T1121TS150_5o,0.77,0.80810546875
T1121TS205_3o,0.772,0.8818359375
T1121TS054_2o,0.772,0.86376953125
T1121TS003_1o,0.773,0.8798828125
T1121TS125_2o,0.772,0.86376953125
T1121TS399_2o,0.772,0.86376953125
T1121TS125_4o,0.774,0.84130859375
T1121TS054_4o,0.774,0.84130859375
T1121TS071_4o,0.765,0.83740234375
T1121TS399_4o,0.774,0.84130859375
T1121TS239_1o,0.741,0.88134765625
T1121TS374_5o,0.771,0.86474609375
T1121TS493_1o,0.769,0.861328125
T1121TS444_5o,0.757,0.84375
T1121TS037_2o,0.771,0.88232421875
T1121TS165_1o,0.771,0.8671875
T1121TS131_5o,0.771,0.83935546875
T1121TS071_3o,0.764,0.84521484375
T1121TS248_3o,0.769,0.880859375
T1121TS131_2o,0.769,0.8544921875
T1121TS188_2o,0.769,0.7080078125
T1121TS035_3o,0.769,0.880859375
T1121TS071_1o,0.769,0.8505859375
T1121TS071_2o,0.761,0.8505859375
T1121TS185_3o,0.766,0.81591796875
T1121TS188_3o,0.764,0.7080078125
T1121TS071_5o,0.76,0.8359375
T1121TS131_3o,0.765,0.83837890625
T1121TS187_1o,0.769,0.880859375
T1121TS423_1o,0.769,0.880859375
T1121TS493_5o,0.773,0.7998046875
T1121TS278_3o,0.769,0.859375
T1121TS147_1o,0.721,0.8310546875
T1121TS493_2o,0.765,0.7998046875
T1121TS398_1o,0.755,0.8662109375
T1121TS147_2o,0.717,0.88427734375
T1121TS398_3o,0.763,0.8662109375
T1121TS205_2o,0.711,0.70849609375
T1121TS125_5o,0.762,0.82763671875
T1121TS399_5o,0.762,0.82763671875
T1121TS054_5o,0.762,0.82763671875
T1121TS314_1o,0.747,0.70947265625
T1121TS348_5o,0.768,0.73046875
T1121TS098_5o,0.737,0.90673828125
T1121TS494_3o,0.256,0.5830078125
T1121TS447_2o,0.729,0.7099609375
T1121TS314_5o,0.741,0.70849609375
T1121TS314_3o,0.74,0.70849609375
T1121TS098_4o,0.728,0.90869140625
T1121TS165_4o,0.219,0.595703125
T1121TS398_4o,0.741,0.8662109375
T1121TS314_4o,0.742,0.708984375
T1121TS234_1o,0.676,0.5859375
