model,lDDToligo_True,lDDToligo_EnQA-MSA
H1106TS446_1,0.787,0.62451171875
H1106TS245_5,0.783,0.69140625
H1106TS385_5,0.783,0.69140625
H1106TS201_1,0.806,0.63818359375
H1106TS291_1,0.802,0.6826171875
H1106TS350_1,0.802,0.6826171875
H1106TS205_2,0.73,0.68212890625
H1106TS291_4,0.79,0.681640625
H1106TS434_5,0.81,0.599609375
H1106TS350_4,0.79,0.681640625
H1106TS494_1,0.8,0.66015625
H1106TS239_1,0.783,0.650390625
H1106TS229_1,0.783,0.650390625
H1106TS439_4,0.776,0.65283203125
H1106TS035_5,0.812,0.63818359375
H1106TS035_2,0.8,0.64208984375
H1106TS385_3,0.802,0.6923828125
H1106TS245_3,0.802,0.6923828125
H1106TS462_3,0.807,0.6630859375
H1106TS398_1,0.791,0.62548828125
H1106TS205_4,0.784,0.68310546875
H1106TS245_4,0.782,0.63330078125
H1106TS385_4,0.782,0.63330078125
H1106TS462_1,0.813,0.65234375
H1106TS462_4,0.811,0.66455078125
H1106TS188_4,0.799,0.59326171875
H1106TS073_4,0.73,0.60986328125
H1106TS462_5,0.809,0.66259765625
H1106TS291_3,0.804,0.6826171875
H1106TS350_3,0.804,0.6826171875
H1106TS073_1,0.755,0.65185546875
H1106TS035_1,0.8,0.65966796875
H1106TS439_5,0.785,0.62158203125
H1106TS385_2,0.795,0.6591796875
H1106TS447_3,0.789,0.68212890625
H1106TS245_2,0.795,0.6591796875
H1106TS447_2,0.789,0.68212890625
H1106TS447_4,0.789,0.68212890625
H1106TS462_2,0.812,0.6611328125
H1106TS073_3,0.713,0.63232421875
H1106TS180_5,0.807,0.6669921875
H1106TS180_1,0.811,0.66552734375
H1106TS180_2,0.813,0.6806640625
H1106TS180_4,0.813,0.6533203125
H1106TS398_3,0.658,0.6220703125
H1106TS225_2,0.809,0.71142578125
H1106TS225_5,0.762,0.73388671875
H1106TS180_3,0.808,0.6650390625
H1106TS447_5,0.793,0.6845703125
H1106TS205_5,0.744,0.68505859375
H1106TS073_2,0.724,0.62060546875
H1106TS205_1,0.729,0.68603515625
H1106TS227_3,0.647,0.64501953125
H1106TS227_5,0.651,0.63623046875
H1106TS227_1,0.649,0.64453125
H1106TS227_2,0.643,0.6416015625
H1106TS227_4,0.652,0.638671875
H1106TS312_4,0.67,0.67529296875
H1106TS098_4,0.496,0.533203125
H1106TS067_2,0.628,0.462158203125
H1106TS312_1,0.652,0.67041015625
H1106TS312_3,0.652,0.66796875
H1106TS398_5,0.595,0.61279296875
H1106TS312_5,0.653,0.66943359375
H1106TS234_2,0.289,0.57568359375
H1106TS234_5,0.243,0.58642578125
H1106TS398_4,0.61,0.6064453125
H1106TS398_2,0.58,0.609375
H1106TS312_2,0.641,0.669921875
H1106TS067_1,0.595,0.494873046875
H1106TS315_5,0.334,0.88720703125
H1106TS234_1,0.343,0.5732421875
H1106TS447_1,0.556,0.68896484375
H1106TS234_4,0.32,0.57177734375
H1106TS315_2,0.355,0.88916015625
H1106TS234_3,0.356,0.56787109375
H1106TS315_3,0.369,0.8740234375
H1106TS315_1,0.369,0.884765625
H1106TS315_4,0.377,0.88134765625
H1106TS098_3,0.525,0.489013671875
H1106TS333_5,0.276,0.68310546875
H1106TS368_5,0.276,0.68310546875
H1106TS370_4,0.583,0.58837890625
H1106TS370_2,0.587,0.59619140625
H1106TS333_3,0.291,0.67041015625
H1106TS368_2,0.413,0.68701171875
H1106TS368_3,0.291,0.67041015625
H1106TS125_2,0.633,0.58544921875
H1106TS333_2,0.413,0.68701171875
H1106TS370_1,0.59,0.59619140625
H1106TS125_5,0.632,0.8125
H1106TS370_3,0.579,0.62548828125
H1106TS370_5,0.591,0.59765625
