model,lDDToligo_True,lDDToligo_EnQA-MSA
T1123TS169_1o,0.448,0.6923828125
T1123TS188_3o,0.448,0.494140625
T1123TS493_5o,0.297,0.52734375
T1123TS035_4o,0.545,0.564453125
T1123TS312_4o,0.559,0.6982421875
T1123TS298_4o,0.447,0.39794921875
T1123TS165_5o,0.546,0.5419921875
T1123TS360_1o,0.447,0.39794921875
T1123TS398_2o,0.532,0.455322265625
T1123TS320_3o,0.473,0.432861328125
T1123TS169_4o,0.405,0.403076171875
T1123TS320_2o,0.415,0.418701171875
T1123TS188_4o,0.432,0.39404296875
T1123TS350_4o,0.423,0.68896484375
T1123TS291_4o,0.423,0.68896484375
T1123TS398_3o,0.531,0.458984375
T1123TS098_5o,0.425,0.417236328125
T1123TS447_3o,0.464,0.7099609375
T1123TS360_2o,0.436,0.40673828125
T1123TS298_5o,0.436,0.40673828125
T1123TS447_5o,0.463,0.7099609375
T1123TS447_4o,0.464,0.7099609375
T1123TS447_2o,0.465,0.7099609375
T1123TS447_1o,0.465,0.71044921875
T1123TS091_5o,0.512,0.84033203125
T1123TS291_3o,0.424,0.68896484375
T1123TS350_3o,0.424,0.68896484375
T1123TS494_5o,0.183,0.6123046875
T1123TS205_3o,0.391,0.4091796875
T1123TS291_5o,0.389,0.69287109375
T1123TS350_5o,0.389,0.69287109375
T1123TS205_2o,0.364,0.40869140625
T1123TS150_4o,0.517,0.4482421875
T1123TS169_3o,0.418,0.428466796875
T1123TS298_3o,0.407,0.404541015625
T1123TS348_1o,0.527,0.446044921875
T1123TS205_1o,0.43,0.407470703125
T1123TS165_4o,0.541,0.53857421875
T1123TS131_3o,0.479,0.408935546875
T1123TS385_1o,0.46,0.45947265625
T1123TS239_5o,0.41,0.418212890625
T1123TS320_4o,0.248,0.448974609375
T1123TS399_2o,0.406,0.484619140625
T1123TS205_5o,0.403,0.410400390625
T1123TS054_2o,0.406,0.484619140625
T1123TS125_2o,0.406,0.484619140625
T1123TS298_2o,0.446,0.404052734375
T1123TS461_3o,0.32,0.431396484375
T1123TS446_3o,0.32,0.431396484375
T1123TS239_4o,0.447,0.429443359375
T1123TS493_4o,0.561,0.447021484375
T1123TS150_2o,0.511,0.46484375
T1123TS348_2o,0.504,0.41796875
T1123TS314_3o,0.606,0.6943359375
T1123TS348_3o,0.243,0.47314453125
T1123TS150_5o,0.571,0.44775390625
T1123TS131_5o,0.424,0.392333984375
T1123TS390_3o,0.509,0.459716796875
T1123TS493_3o,0.503,0.458251953125
T1123TS360_4o,0.509,0.459716796875
T1123TS360_3o,0.42,0.40185546875
T1123TS205_4o,0.389,0.3994140625
T1123TS320_5o,0.192,0.5224609375
T1123TS278_5o,0.581,0.51025390625
T1123TS477_1o,0.375,0.438720703125
T1123TS446_2o,0.378,0.401123046875
T1123TS461_2o,0.378,0.401123046875
T1123TS098_3o,0.354,0.435546875
T1123TS462_5o,0.208,0.568359375
T1123TS278_3o,0.589,0.5390625
T1123TS446_5o,0.193,0.4921875
T1123TS131_4o,0.413,0.39794921875
T1123TS188_1o,0.388,0.439453125
T1123TS461_5o,0.193,0.4921875
T1123TS462_4o,0.208,0.576171875
T1123TS098_4o,0.404,0.40771484375
T1123TS350_2o,0.349,0.6865234375
T1123TS291_2o,0.349,0.6865234375
T1123TS462_2o,0.205,0.603515625
T1123TS169_2o,0.425,0.68701171875
T1123TS291_1o,0.259,0.677734375
T1123TS169_5o,0.389,0.401123046875
T1123TS462_1o,0.205,0.646484375
T1123TS188_5o,0.395,0.412109375
T1123TS187_1o,0.36,0.5302734375
T1123TS098_1o,0.425,0.53076171875
T1123TS462_3o,0.205,0.5986328125
T1123TS423_1o,0.36,0.5302734375
T1123TS446_4o,0.209,0.463134765625
T1123TS188_2o,0.425,0.53076171875
T1123TS350_1o,0.259,0.677734375
T1123TS461_4o,0.209,0.463134765625
