model,lDDToligo_True,lDDToligo_EnQA-MSA
H1166v1TS374_1,0.826,0.84033203125
H1166v1TS158_5,0.826,0.78662109375
H1166v1TS086_5,0.826,0.78662109375
H1166v1TS037_5,0.803,0.7392578125
H1166v1TS131_2,0.83,0.78271484375
H1166v1TS119_4,0.83,0.78271484375
H1166v1TS399_5,0.828,0.80224609375
H1166v1TS125_5,0.828,0.80224609375
H1166v1TS054_5,0.828,0.80224609375
H1166v1TS239_3,0.815,0.77783203125
H1166v1TS239_4,0.795,0.7587890625
H1166v1TS288_5,0.822,0.76220703125
H1166v1TS225_1,0.82,0.83935546875
H1166v1TS461_5,0.822,0.76220703125
H1166v1TS446_5,0.822,0.76220703125
H1166v1TS298_5,0.827,0.77587890625
H1166v1TS447_3,0.78,0.6982421875
H1166v1TS350_2,0.815,0.70654296875
H1166v1TS291_2,0.815,0.70654296875
H1166v1TS350_4,0.816,0.7060546875
H1166v1TS291_4,0.816,0.7060546875
H1166v1TS248_4,0.822,0.73046875
H1166v1TS035_4,0.822,0.73046875
H1166v1TS350_3,0.82,0.70556640625
H1166v1TS291_3,0.82,0.70556640625
H1166v1TS462_1,0.823,0.771484375
H1166v1TS071_4,0.817,0.76318359375
H1166v1TS348_4,0.827,0.787109375
H1166v1TS314_5,0.83,0.7041015625
H1166v1TS091_3,0.653,0.66455078125
H1166v1TS073_5,0.721,0.75
H1166v1TS091_1,0.656,0.68896484375
H1166v1TS071_3,0.82,0.767578125
H1166v1TS150_3,0.826,0.75830078125
H1166v1TS348_3,0.826,0.759765625
H1166v1TS187_5,0.825,0.77099609375
H1166v1TS225_3,0.804,0.810546875
H1166v1TS462_4,0.818,0.7783203125
H1166v1TS037_3,0.824,0.806640625
H1166v1TS433_5,0.792,0.7802734375
H1166v1TS441_5,0.792,0.7802734375
H1166v1TS133_1,0.826,0.7880859375
H1166v1TS227_1,0.826,0.7880859375
H1166v1TS278_3,0.816,0.79833984375
H1166v1TS071_1,0.821,0.76416015625
H1166v1TS011_3,0.831,0.76953125
H1166v1TS434_3,0.831,0.76953125
H1166v1TS227_3,0.835,0.76904296875
H1166v1TS133_3,0.835,0.76904296875
H1166v1TS462_2,0.821,0.7646484375
H1166v1TS446_1,0.835,0.77978515625
H1166v1TS461_1,0.835,0.77978515625
H1166v1TS298_4,0.824,0.76123046875
H1166v1TS071_5,0.799,0.7431640625
H1166v1TS312_2,0.804,0.7060546875
H1166v1TS494_5,0.81,0.75146484375
H1166v1TS011_5,0.824,0.76806640625
H1166v1TS434_5,0.824,0.76806640625
H1166v1TS312_4,0.805,0.7060546875
H1166v1TS180_4,0.834,0.80322265625
H1166v1TS434_2,0.823,0.77197265625
H1166v1TS225_2,0.791,0.82080078125
H1166v1TS011_2,0.823,0.77197265625
H1166v1TS180_3,0.834,0.79638671875
H1166v1TS461_4,0.833,0.76123046875
H1166v1TS446_4,0.833,0.76123046875
H1166v1TS147_4,0.754,0.7060546875
H1166v1TS037_4,0.805,0.7744140625
H1166v1TS180_1,0.834,0.8017578125
H1166v1TS180_2,0.834,0.79150390625
H1166v1TS314_3,0.826,0.7041015625
H1166v1TS205_4,0.755,0.70361328125
H1166v1TS441_3,0.794,0.796875
H1166v1TS098_1,0.662,0.84521484375
H1166v1TS398_5,0.797,0.81982421875
H1166v1TS398_1,0.802,0.8193359375
H1166v1TS368_5,0.349,0.7392578125
H1166v1TS091_5,0.649,0.537109375
H1166v1TS367_2,0.823,0.82080078125
H1166v1TS150_1,0.823,0.759765625
H1166v1TS158_1,0.823,0.82080078125
H1166v1TS165_2,0.753,0.484619140625
H1166v1TS312_1,0.806,0.70654296875
H1166v1TS147_5,0.771,0.7060546875
H1166v1TS320_1,0.823,0.8212890625
H1166v1TS257_1,0.699,0.84033203125
H1166v1TS444_5,0.803,0.84326171875
H1166v1TS188_1,0.813,0.705078125
H1166v1TS165_4,0.77,0.4755859375
H1166v1TS086_3,0.823,0.82080078125
H1166v1TS390_2,0.823,0.81787109375
H1166v1TS169_1,0.822,0.806640625
H1166v1TS035_5,0.829,0.77880859375
H1166v1TS147_3,0.771,0.70751953125
H1166v1TS462_5,0.808,0.76806640625
H1166v1TS494_1,0.788,0.7294921875
H1166v1TS494_3,0.724,0.72705078125
H1166v1TS423_3,0.812,0.8037109375
H1166v1TS433_3,0.794,0.796875
H1166v1TS288_1,0.825,0.8154296875
H1166v1TS374_4,0.817,0.80908203125
H1166v1TS092_1,0.81,0.7880859375
H1166v1TS098_3,0.822,0.806640625
H1166v1TS441_4,0.785,0.7783203125
H1166v1TS441_2,0.791,0.78466796875
H1166v1TS169_2,0.823,0.81787109375
H1166v1TS169_3,0.662,0.84521484375
H1166v1TS188_2,0.814,0.705078125
H1166v1TS185_3,0.805,0.83251953125
H1166v1TS205_1,0.763,0.703125
H1166v1TS423_5,0.825,0.826171875
H1166v1TS493_1,0.785,0.822265625
H1166v1TS367_1,0.823,0.82275390625
H1166v1TS433_1,0.783,0.7822265625
H1166v1TS367_4,0.825,0.8076171875
H1166v1TS441_1,0.783,0.7822265625
H1166v1TS477_1,0.798,0.74267578125
H1166v1TS493_5,0.79,0.82080078125
H1166v1TS003_1,0.823,0.82080078125
H1166v1TS423_4,0.812,0.80224609375
H1166v1TS125_4,0.822,0.81982421875
H1166v1TS423_1,0.814,0.80322265625
H1166v1TS333_4,0.361,0.71337890625
H1166v1TS423_2,0.814,0.79638671875
H1166v1TS035_1,0.814,0.81884765625
H1166v1TS398_4,0.815,0.818359375
H1166v1TS398_3,0.811,0.81787109375
H1166v1TS239_5,0.799,0.81494140625
H1166v1TS147_2,0.771,0.70751953125
H1166v1TS291_1,0.81,0.70751953125
H1166v1TS067_1,0.671,0.63916015625
H1166v1TS278_1,0.81,0.802734375
H1166v1TS187_3,0.822,0.8154296875
H1166v1TS150_5,0.833,0.76025390625
H1166v1TS187_1,0.814,0.80322265625
H1166v1TS165_1,0.765,0.47509765625
H1166v1TS169_5,0.823,0.8212890625
H1166v1TS086_1,0.823,0.82275390625
H1166v1TS225_5,0.81,0.84521484375
H1166v1TS091_4,0.624,0.6591796875
H1166v1TS131_1,0.823,0.81103515625
H1166v1TS248_1,0.814,0.81884765625
H1166v1TS073_1,0.753,0.80859375
H1166v1TS248_5,0.829,0.77880859375
H1166v1TS257_2,0.71,0.85009765625
H1166v1TS257_3,0.695,0.830078125
H1166v1TS257_4,0.707,0.82177734375
H1166v1TS257_5,0.688,0.82177734375
H1166v1TS320_2,0.823,0.81787109375
H1166v1TS073_4,0.723,0.73681640625
H1166v1TS368_2,0.387,0.7568359375
H1166v1TS288_4,0.826,0.74755859375
H1166v1TS003_5,0.823,0.82275390625
H1166v1TS390_1,0.823,0.8212890625
H1166v1TS037_2,0.813,0.802734375
H1166v1TS390_3,0.822,0.806640625
H1166v1TS314_2,0.823,0.8212890625
H1166v1TS312_3,0.802,0.70751953125
H1166v1TS312_5,0.803,0.7080078125
H1166v1TS086_4,0.825,0.8076171875
H1166v1TS368_4,0.361,0.71337890625
H1166v1TS493_3,0.779,0.82080078125
H1166v1TS494_4,0.812,0.73388671875
H1166v1TS433_4,0.785,0.7783203125
H1166v1TS188_4,0.823,0.8212890625
H1166v1TS147_1,0.771,0.7080078125
H1166v1TS067_2,0.674,0.64697265625
H1166v1TS119_2,0.823,0.81103515625
H1166v1TS098_5,0.662,0.84521484375
H1166v1TS399_4,0.822,0.81982421875
H1166v1TS433_2,0.791,0.78466796875
H1166v1TS205_5,0.765,0.70166015625
H1166v1TS180_5,0.835,0.80517578125
H1166v1TS493_4,0.79,0.81884765625
H1166v1TS054_4,0.822,0.81982421875
H1166v1TS493_2,0.783,0.82275390625
H1166v1TS165_5,0.779,0.71484375
H1166v1TS003_2,0.825,0.8076171875
H1166v1TS350_1,0.81,0.70751953125
H1166v1TS187_2,0.814,0.79638671875
H1166v1TS398_2,0.819,0.82080078125
H1166v1TS320_3,0.822,0.806640625
H1166v1TS098_2,0.704,0.7041015625
H1166v1TS374_5,0.822,0.80224609375
H1166v1TS333_2,0.387,0.7568359375
H1166v1TS333_5,0.349,0.7392578125
H1166v1TS348_1,0.821,0.8212890625
H1166v1TS348_2,0.833,0.76025390625
