model,lDDToligo_True,TMscore,QSglob,lDDToligo_EnQA-MSA
H1166TS185_4,0.826,0.809,0.593,0.85693359375
H1166TS180_2,0.834,0.79,0.592,0.79150390625
H1166TS037_5,0.803,0.634,0.591,0.7392578125
H1166TS185_5,0.811,0.79,0.591,0.8359375
H1166TS348_3,0.826,0.745,0.59,0.759765625
H1166TS150_3,0.826,0.745,0.59,0.75830078125
H1166TS185_2,0.825,0.816,0.59,0.84521484375
H1166TS298_4,0.824,0.749,0.589,0.76123046875
H1166TS225_4,0.831,0.752,0.589,0.833984375
H1166TS131_2,0.83,0.702,0.588,0.78271484375
H1166TS461_1,0.835,0.784,0.588,0.77978515625
H1166TS119_4,0.83,0.702,0.588,0.78271484375
H1166TS446_1,0.835,0.784,0.588,0.77978515625
H1166TS444_3,0.802,0.61,0.587,0.81005859375
H1166TS248_2,0.824,0.789,0.585,0.8037109375
H1166TS035_2,0.824,0.789,0.585,0.8037109375
H1166TS462_5,0.808,0.75,0.585,0.76806640625
H1166TS461_4,0.833,0.772,0.584,0.76123046875
H1166TS446_4,0.833,0.772,0.584,0.76123046875
H1166TS278_4,0.719,0.795,0.584,0.70849609375
H1166TS037_3,0.824,0.731,0.581,0.806640625
H1166TS131_3,0.831,0.707,0.581,0.78125
H1166TS239_1,0.797,0.64,0.58,0.796875
H1166TS205_5,0.765,0.735,0.579,0.70166015625
H1166TS423_3,0.812,0.778,0.576,0.8037109375
H1166TS423_4,0.812,0.779,0.573,0.80224609375
H1166TS187_1,0.814,0.784,0.567,0.80322265625
H1166TS423_1,0.814,0.784,0.567,0.80322265625
H1166TS288_3,0.827,0.608,0.566,0.7705078125
H1166TS477_1,0.798,0.755,0.562,0.74267578125
H1166TS205_4,0.755,0.652,0.561,0.70361328125
H1166TS374_3,0.832,0.734,0.561,0.84912109375
H1166TS278_2,0.821,0.651,0.56,0.82373046875
H1166TS003_3,0.826,0.74,0.558,0.78662109375
H1166TS086_5,0.826,0.74,0.558,0.78662109375
H1166TS367_5,0.826,0.74,0.558,0.78662109375
H1166TS158_5,0.826,0.74,0.558,0.78662109375
H1166TS035_4,0.822,0.791,0.557,0.73046875
H1166TS248_4,0.822,0.791,0.557,0.73046875
H1166TS385_1,0.831,0.715,0.555,0.85302734375
H1166TS245_1,0.831,0.715,0.555,0.85302734375
H1166TS447_2,0.782,0.768,0.553,0.705078125
H1166TS447_1,0.782,0.768,0.553,0.705078125
H1166TS399_1,0.833,0.727,0.552,0.85400390625
H1166TS125_3,0.829,0.727,0.552,0.84423828125
H1166TS125_1,0.833,0.727,0.552,0.85400390625
H1166TS054_1,0.833,0.727,0.552,0.85400390625
H1166TS399_3,0.829,0.727,0.552,0.84423828125
H1166TS054_3,0.829,0.727,0.552,0.84423828125
H1166TS054_2,0.828,0.716,0.551,0.85888671875
H1166TS125_2,0.828,0.716,0.551,0.85888671875
H1166TS399_2,0.828,0.716,0.551,0.85888671875
H1166TS288_4,0.826,0.772,0.55,0.74755859375
H1166TS067_2,0.674,0.698,0.549,0.64697265625
H1166TS125_5,0.828,0.753,0.544,0.80224609375
H1166TS399_5,0.828,0.753,0.544,0.80224609375
H1166TS054_5,0.828,0.753,0.544,0.80224609375
H1166TS444_4,0.804,0.771,0.543,0.8828125
H1166TS314_5,0.83,0.766,0.543,0.7041015625
H1166TS073_3,0.745,0.633,0.542,0.76123046875
H1166TS278_3,0.816,0.758,0.541,0.79833984375
H1166TS447_3,0.78,0.76,0.539,0.6982421875
H1166TS035_5,0.829,0.796,0.537,0.77880859375
H1166TS433_4,0.785,0.66,0.537,0.7783203125
H1166TS441_4,0.785,0.66,0.537,0.7783203125
H1166TS248_5,0.829,0.796,0.537,0.77880859375
H1166TS374_1,0.826,0.734,0.536,0.84033203125
H1166TS288_2,0.831,0.797,0.536,0.7763671875
H1166TS374_5,0.822,0.744,0.535,0.80224609375
H1166TS098_3,0.822,0.738,0.534,0.806640625
H1166TS390_3,0.822,0.738,0.534,0.806640625
H1166TS320_3,0.822,0.738,0.534,0.806640625
H1166TS433_1,0.783,0.664,0.534,0.7822265625
H1166TS169_1,0.822,0.738,0.534,0.806640625
H1166TS441_1,0.783,0.664,0.534,0.7822265625
H1166TS188_1,0.813,0.738,0.533,0.705078125
H1166TS444_1,0.808,0.751,0.533,0.880859375
H1166TS037_1,0.811,0.746,0.533,0.796875
H1166TS205_1,0.763,0.694,0.529,0.703125
H1166TS086_4,0.825,0.747,0.528,0.8076171875
H1166TS248_1,0.814,0.735,0.528,0.81884765625
H1166TS367_4,0.825,0.747,0.528,0.8076171875
H1166TS073_2,0.747,0.706,0.528,0.76953125
H1166TS447_4,0.784,0.773,0.528,0.697265625
H1166TS035_1,0.814,0.735,0.528,0.81884765625
H1166TS003_2,0.825,0.747,0.528,0.8076171875
H1166TS086_3,0.823,0.737,0.527,0.82080078125
H1166TS350_1,0.81,0.76,0.527,0.70751953125
H1166TS158_1,0.823,0.737,0.527,0.82080078125
H1166TS447_5,0.781,0.773,0.527,0.6943359375
H1166TS291_1,0.81,0.76,0.527,0.70751953125
H1166TS367_2,0.823,0.737,0.527,0.82080078125
H1166TS187_3,0.822,0.739,0.527,0.8154296875
H1166TS003_1,0.823,0.737,0.527,0.82080078125
H1166TS367_1,0.823,0.734,0.526,0.82275390625
H1166TS003_5,0.823,0.734,0.526,0.82275390625
H1166TS390_2,0.823,0.734,0.526,0.81787109375
H1166TS320_2,0.823,0.734,0.526,0.81787109375
H1166TS444_5,0.803,0.734,0.526,0.84326171875
H1166TS086_1,0.823,0.734,0.526,0.82275390625
H1166TS169_2,0.823,0.734,0.526,0.81787109375
H1166TS399_4,0.822,0.738,0.525,0.81982421875
H1166TS125_4,0.822,0.738,0.525,0.81982421875
H1166TS054_4,0.822,0.738,0.525,0.81982421875
H1166TS374_4,0.817,0.739,0.524,0.80908203125
H1166TS131_1,0.823,0.738,0.524,0.81103515625
H1166TS348_1,0.821,0.734,0.524,0.8212890625
H1166TS312_2,0.804,0.801,0.524,0.7060546875
H1166TS494_5,0.81,0.724,0.524,0.75146484375
H1166TS423_5,0.825,0.747,0.524,0.826171875
H1166TS119_2,0.823,0.738,0.524,0.81103515625
H1166TS314_2,0.823,0.742,0.523,0.8212890625
H1166TS239_5,0.799,0.742,0.523,0.81494140625
H1166TS150_1,0.823,0.742,0.523,0.759765625
H1166TS188_4,0.823,0.742,0.523,0.8212890625
H1166TS493_3,0.779,0.721,0.523,0.82080078125
H1166TS169_5,0.823,0.742,0.523,0.8212890625
H1166TS092_1,0.81,0.737,0.523,0.7880859375
H1166TS073_5,0.721,0.631,0.523,0.75
H1166TS320_1,0.823,0.742,0.523,0.8212890625
H1166TS390_1,0.823,0.742,0.523,0.8212890625
H1166TS312_5,0.803,0.734,0.523,0.7080078125
H1166TS165_3,0.755,0.583,0.522,0.57470703125
H1166TS188_2,0.814,0.742,0.519,0.705078125
H1166TS312_4,0.805,0.796,0.519,0.7060546875
H1166TS312_1,0.806,0.73,0.518,0.70654296875
H1166TS288_1,0.825,0.742,0.517,0.8154296875
H1166TS444_2,0.784,0.729,0.516,0.81201171875
H1166TS312_3,0.802,0.734,0.514,0.70751953125
H1166TS073_1,0.753,0.716,0.513,0.80859375
H1166TS067_1,0.671,0.71,0.512,0.63916015625
H1166TS037_2,0.813,0.744,0.512,0.802734375
H1166TS494_1,0.788,0.689,0.512,0.7294921875
H1166TS493_1,0.785,0.756,0.511,0.822265625
H1166TS494_4,0.812,0.748,0.507,0.73388671875
H1166TS037_4,0.805,0.776,0.507,0.7744140625
H1166TS073_4,0.723,0.636,0.504,0.73681640625
H1166TS314_3,0.826,0.78,0.501,0.7041015625
H1166TS493_4,0.79,0.75,0.498,0.81884765625
H1166TS398_2,0.819,0.741,0.498,0.82080078125
H1166TS185_3,0.805,0.781,0.498,0.83251953125
H1166TS398_3,0.811,0.756,0.477,0.81787109375
H1166TS225_1,0.82,0.775,0.476,0.83935546875
H1166TS493_5,0.79,0.777,0.466,0.82080078125
H1166TS257_3,0.695,0.621,0.465,0.830078125
H1166TS257_2,0.71,0.609,0.465,0.85009765625
H1166TS257_1,0.699,0.595,0.463,0.84033203125
H1166TS257_5,0.688,0.605,0.46,0.82177734375
H1166TS257_4,0.707,0.634,0.46,0.82177734375
H1166TS278_1,0.81,0.74,0.451,0.802734375
H1166TS147_5,0.771,0.738,0.45,0.70654296875
H1166TS493_2,0.783,0.777,0.45,0.822265625
H1166TS398_4,0.815,0.75,0.439,0.818359375
H1166TS165_5,0.779,0.594,0.432,0.71484375
H1166TS398_1,0.802,0.767,0.429,0.8193359375
H1166TS147_4,0.754,0.76,0.429,0.70654296875
H1166TS147_3,0.771,0.765,0.423,0.70751953125
H1166TS147_1,0.771,0.754,0.423,0.7080078125
H1166TS165_4,0.77,0.6,0.417,0.4755859375
H1166TS165_1,0.765,0.597,0.411,0.47509765625
H1166TS225_5,0.81,0.734,0.411,0.84521484375
H1166TS398_5,0.797,0.779,0.395,0.81982421875
H1166TS147_2,0.771,0.732,0.388,0.7080078125
H1166TS165_2,0.753,0.597,0.384,0.484619140625
H1166TS225_3,0.804,0.745,0.383,0.810546875
H1166TS494_3,0.724,0.653,0.371,0.72705078125
H1166TS169_3,0.662,0.61,0.354,0.84521484375
H1166TS098_1,0.662,0.61,0.354,0.84521484375
H1166TS098_5,0.662,0.61,0.354,0.84521484375
H1166TS225_2,0.791,0.725,0.318,0.82080078125
H1166TS091_2,0.651,0.61,0.23,0.677734375
H1166TS091_1,0.656,0.577,0.215,0.68896484375
H1166TS091_3,0.653,0.595,0.207,0.66455078125
H1166TS091_5,0.649,0.551,0.172,0.537109375
H1166TS091_4,0.624,0.545,0.14,0.6591796875
H1166TS333_5,0.349,0.352,0.0,0.7392578125
H1166TS368_4,0.361,0.365,0.0,0.71337890625
H1166TS333_4,0.361,0.365,0.0,0.71337890625
H1166TS098_2,0.704,0.361,0.0,0.7041015625
H1166TS333_2,0.387,0.353,0.0,0.7568359375
H1166TS368_2,0.387,0.353,0.0,0.7568359375
H1166TS368_5,0.349,0.352,0.0,0.7392578125
