model,lDDToligo_True,TMscore,QSglob,lDDToligo_EnQA-MSA
H1167v1TS446_1,0.836,0.525,0.027,0.80126953125
H1167v1TS461_1,0.836,0.525,0.027,0.80126953125
H1167v1TS180_5,0.836,0.627,0.027,0.84765625
H1167v1TS180_3,0.833,0.527,0.027,0.84521484375
H1167v1TS439_1,0.82,0.807,0.027,0.83203125
H1167v1TS158_3,0.835,0.521,0.026,0.83447265625
H1167v1TS239_2,0.824,0.803,0.026,0.81982421875
H1167v1TS367_3,0.835,0.521,0.026,0.83447265625
H1167v1TS439_2,0.824,0.803,0.026,0.81982421875
H1167v1TS239_3,0.812,0.528,0.026,0.8427734375
H1167v1TS423_2,0.84,0.526,0.026,0.82763671875
H1167v1TS367_5,0.853,0.797,0.026,0.8310546875
H1167v1TS158_1,0.835,0.521,0.026,0.833984375
H1167v1TS158_5,0.851,0.803,0.026,0.8271484375
H1167v1TS150_3,0.838,0.589,0.026,0.80859375
H1167v1TS003_2,0.853,0.797,0.026,0.8310546875
H1167v1TS011_3,0.834,0.524,0.026,0.8203125
H1167v1TS003_3,0.835,0.521,0.026,0.833984375
H1167v1TS003_4,0.852,0.801,0.026,0.82763671875
H1167v1TS011_4,0.836,0.527,0.026,0.81787109375
H1167v1TS434_3,0.834,0.524,0.026,0.8203125
H1167v1TS298_4,0.835,0.523,0.026,0.82958984375
H1167v1TS187_4,0.844,0.606,0.026,0.8349609375
H1167v1TS434_5,0.836,0.581,0.026,0.830078125
H1167v1TS086_4,0.851,0.803,0.026,0.8271484375
H1167v1TS434_4,0.836,0.527,0.026,0.81787109375
H1167v1TS011_5,0.836,0.581,0.026,0.830078125
H1167v1TS054_4,0.837,0.608,0.026,0.8623046875
H1167v1TS071_2,0.827,0.525,0.026,0.80517578125
H1167v1TS071_4,0.822,0.611,0.026,0.7939453125
H1167v1TS205_2,0.836,0.591,0.026,0.83544921875
H1167v1TS278_5,0.837,0.585,0.026,0.8173828125
H1167v1TS291_1,0.825,0.53,0.026,0.7060546875
H1167v1TS187_2,0.84,0.526,0.026,0.82763671875
H1167v1TS348_5,0.836,0.524,0.026,0.8291015625
H1167v1TS367_1,0.835,0.521,0.026,0.833984375
H1167v1TS399_4,0.837,0.608,0.026,0.8623046875
H1167v1TS423_4,0.844,0.606,0.026,0.8349609375
H1167v1TS423_5,0.839,0.53,0.026,0.82080078125
H1167v1TS439_3,0.812,0.528,0.026,0.8427734375
H1167v1TS350_1,0.825,0.53,0.026,0.7060546875
H1167v1TS288_5,0.839,0.547,0.026,0.81884765625
H1167v1TS086_2,0.835,0.521,0.026,0.833984375
H1167v1TS125_4,0.837,0.608,0.026,0.8623046875
H1167v1TS374_2,0.855,0.805,0.026,0.8408203125
H1167v1TS320_2,0.852,0.794,0.025,0.83056640625
H1167v1TS227_1,0.833,0.519,0.025,0.828125
H1167v1TS348_3,0.835,0.524,0.025,0.82861328125
H1167v1TS086_5,0.852,0.799,0.025,0.83056640625
H1167v1TS390_4,0.835,0.522,0.025,0.82568359375
H1167v1TS434_1,0.835,0.523,0.025,0.81640625
H1167v1TS125_2,0.835,0.526,0.025,0.82177734375
H1167v1TS003_1,0.852,0.801,0.025,0.828125
H1167v1TS133_4,0.834,0.524,0.025,0.82177734375
H1167v1TS298_2,0.837,0.526,0.025,0.82470703125
H1167v1TS125_5,0.836,0.528,0.025,0.826171875
H1167v1TS423_3,0.855,0.806,0.025,0.80810546875
H1167v1TS390_5,0.835,0.524,0.025,0.82861328125
H1167v1TS360_2,0.833,0.524,0.025,0.822265625
H1167v1TS360_1,0.835,0.529,0.025,0.82470703125
H1167v1TS390_2,0.852,0.794,0.025,0.83056640625
H1167v1TS360_4,0.834,0.523,0.025,0.82080078125
H1167v1TS360_3,0.835,0.526,0.025,0.82568359375
H1167v1TS348_2,0.853,0.799,0.025,0.83251953125
H1167v1TS239_4,0.806,0.525,0.025,0.83349609375
H1167v1TS320_3,0.835,0.526,0.025,0.8291015625
H1167v1TS011_1,0.835,0.523,0.025,0.81640625
H1167v1TS320_5,0.835,0.524,0.025,0.8291015625
H1167v1TS133_1,0.833,0.519,0.025,0.828125
H1167v1TS086_1,0.852,0.801,0.025,0.828125
H1167v1TS054_5,0.836,0.528,0.025,0.826171875
H1167v1TS187_3,0.855,0.806,0.025,0.80810546875
H1167v1TS320_4,0.835,0.522,0.025,0.82568359375
H1167v1TS390_3,0.835,0.526,0.025,0.8291015625
H1167v1TS071_3,0.821,0.525,0.025,0.78271484375
H1167v1TS360_5,0.835,0.524,0.025,0.8203125
H1167v1TS158_4,0.852,0.801,0.025,0.828125
H1167v1TS399_5,0.836,0.528,0.025,0.826171875
H1167v1TS367_4,0.852,0.801,0.025,0.828125
H1167v1TS227_4,0.834,0.524,0.025,0.82177734375
H1167v1TS461_2,0.836,0.527,0.025,0.80859375
H1167v1TS399_2,0.835,0.526,0.025,0.82177734375
H1167v1TS150_4,0.852,0.803,0.025,0.80810546875
H1167v1TS054_2,0.835,0.526,0.025,0.82177734375
H1167v1TS446_2,0.836,0.527,0.025,0.80859375
H1167v1TS374_4,0.853,0.804,0.025,0.83203125
H1167v1TS150_2,0.835,0.526,0.025,0.80615234375
H1167v1TS439_4,0.806,0.525,0.025,0.83349609375
H1167v1TS298_3,0.835,0.523,0.025,0.82861328125
H1167v1TS423_1,0.843,0.531,0.024,0.8251953125
H1167v1TS054_3,0.836,0.602,0.024,0.86181640625
H1167v1TS011_2,0.834,0.522,0.024,0.81591796875
H1167v1TS119_3,0.853,0.799,0.024,0.82861328125
H1167v1TS150_1,0.853,0.802,0.024,0.8076171875
H1167v1TS462_3,0.839,0.537,0.024,0.8056640625
H1167v1TS131_5,0.855,0.804,0.024,0.81640625
H1167v1TS205_1,0.847,0.796,0.024,0.70556640625
H1167v1TS298_1,0.834,0.526,0.024,0.8271484375
H1167v1TS298_5,0.836,0.524,0.024,0.82666015625
H1167v1TS187_1,0.843,0.531,0.024,0.8251953125
H1167v1TS320_1,0.853,0.802,0.024,0.82763671875
H1167v1TS288_2,0.838,0.529,0.024,0.8095703125
H1167v1TS477_1,0.833,0.531,0.024,0.806640625
H1167v1TS461_4,0.832,0.525,0.024,0.810546875
H1167v1TS314_1,0.853,0.802,0.024,0.82763671875
H1167v1TS390_1,0.853,0.802,0.024,0.8271484375
H1167v1TS446_4,0.832,0.525,0.024,0.810546875
H1167v1TS131_3,0.853,0.805,0.024,0.8203125
H1167v1TS119_5,0.853,0.805,0.024,0.8203125
H1167v1TS399_3,0.836,0.602,0.024,0.86181640625
H1167v1TS131_4,0.856,0.805,0.024,0.8173828125
H1167v1TS125_3,0.836,0.602,0.024,0.86181640625
H1167v1TS131_2,0.853,0.799,0.024,0.82861328125
H1167v1TS434_2,0.834,0.522,0.024,0.81591796875
H1167v1TS119_1,0.856,0.806,0.024,0.826171875
H1167v1TS374_5,0.838,0.534,0.024,0.8408203125
H1167v1TS131_1,0.856,0.806,0.024,0.826171875
H1167v1TS239_5,0.809,0.521,0.023,0.82373046875
H1167v1TS073_4,0.749,0.628,0.023,0.7880859375
H1167v1TS439_5,0.809,0.521,0.023,0.82373046875
H1167v1TS312_3,0.826,0.78,0.023,0.70703125
H1167v1TS374_1,0.854,0.808,0.023,0.8359375
H1167v1TS205_4,0.83,0.523,0.022,0.7060546875
H1167v1TS348_1,0.833,0.526,0.022,0.83154296875
H1167v1TS312_1,0.826,0.783,0.022,0.705078125
H1167v1TS312_5,0.825,0.783,0.022,0.70556640625
H1167v1TS227_5,0.834,0.522,0.021,0.8212890625
H1167v1TS494_2,0.843,0.769,0.021,0.7490234375
H1167v1TS073_2,0.74,0.519,0.021,0.80322265625
H1167v1TS133_5,0.834,0.522,0.021,0.8212890625
H1167v1TS150_5,0.847,0.776,0.021,0.80859375
H1167v1TS374_3,0.853,0.803,0.021,0.83251953125
H1167v1TS288_4,0.836,0.607,0.02,0.80322265625
H1167v1TS037_4,0.838,0.556,0.019,0.86865234375
H1167v1TS119_4,0.852,0.805,0.018,0.80322265625
H1167v1TS447_2,0.783,0.6,0.018,0.677734375
H1167v1TS205_3,0.83,0.521,0.018,0.7060546875
H1167v1TS314_5,0.842,0.796,0.018,0.369873046875
H1167v1TS447_1,0.782,0.598,0.018,0.6767578125
H1167v1TS444_2,0.808,0.611,0.018,0.904296875
H1167v1TS037_5,0.809,0.586,0.017,0.84326171875
H1167v1TS493_2,0.813,0.759,0.016,0.83154296875
H1167v1TS185_5,0.845,0.769,0.016,0.86865234375
H1167v1TS493_4,0.81,0.787,0.016,0.828125
H1167v1TS125_1,0.831,0.6,0.015,0.85595703125
H1167v1TS314_3,0.837,0.607,0.015,0.70654296875
H1167v1TS147_5,0.737,0.774,0.015,0.70751953125
H1167v1TS054_1,0.831,0.6,0.015,0.85595703125
H1167v1TS399_1,0.831,0.6,0.015,0.85595703125
H1167v1TS398_1,0.838,0.777,0.014,0.82421875
H1167v1TS461_5,0.847,0.608,0.012,0.8095703125
H1167v1TS446_5,0.847,0.608,0.012,0.8095703125
H1167v1TS350_2,0.823,0.537,0.011,0.7080078125
H1167v1TS291_2,0.823,0.537,0.011,0.7080078125
H1167v1TS291_4,0.819,0.544,0.01,0.70751953125
H1167v1TS165_5,0.768,0.501,0.01,0.5224609375
H1167v1TS350_4,0.819,0.544,0.01,0.70751953125
H1167v1TS147_3,0.727,0.772,0.01,0.70751953125
H1167v1TS314_4,0.834,0.62,0.01,0.705078125
H1167v1TS278_3,0.83,0.801,0.009,0.806640625
H1167v1TS147_2,0.743,0.779,0.008,0.708984375
H1167v1TS312_4,0.826,0.779,0.008,0.70654296875
H1167v1TS493_3,0.794,0.705,0.007,0.822265625
H1167v1TS147_4,0.73,0.769,0.007,0.70654296875
H1167v1TS312_2,0.819,0.777,0.007,0.705078125
H1167v1TS165_4,0.753,0.523,0.007,0.61376953125
H1167v1TS314_2,0.843,0.812,0.007,0.37109375
H1167v1TS119_2,0.834,0.55,0.006,0.806640625
H1167v1TS091_1,0.682,0.607,0.006,0.7646484375
H1167v1TS385_1,0.825,0.611,0.005,0.85986328125
H1167v1TS447_4,0.783,0.596,0.005,0.6806640625
H1167v1TS245_1,0.825,0.611,0.005,0.85986328125
H1167v1TS462_5,0.842,0.62,0.005,0.81591796875
H1167v1TS493_1,0.811,0.801,0.004,0.83251953125
H1167v1TS350_3,0.817,0.538,0.004,0.70654296875
H1167v1TS035_5,0.849,0.804,0.004,0.826171875
H1167v1TS447_3,0.782,0.6,0.004,0.68310546875
H1167v1TS248_5,0.849,0.804,0.004,0.826171875
H1167v1TS291_3,0.817,0.538,0.004,0.70654296875
H1167v1TS165_1,0.772,0.495,0.003,0.467529296875
H1167v1TS091_5,0.679,0.594,0.002,0.8603515625
H1167v1TS091_3,0.694,0.635,0.002,0.76611328125
H1167v1TS091_4,0.698,0.562,0.002,0.83056640625
H1167v1TS165_2,0.788,0.528,0.001,0.51611328125
H1167v1TS257_5,0.733,0.754,0.001,0.86328125
H1167v1TS278_1,0.832,0.524,0.001,0.845703125
H1167v1TS257_4,0.735,0.736,0.0,0.861328125
H1167v1TS368_5,0.369,0.289,0.0,0.69873046875
H1167v1TS169_2,0.691,0.565,0.0,0.8798828125
H1167v1TS091_2,0.689,0.598,0.0,0.64892578125
H1167v1TS333_2,0.388,0.356,0.0,0.75439453125
H1167v1TS257_2,0.747,0.772,0.0,0.86181640625
H1167v1TS248_3,0.848,0.805,0.0,0.80126953125
H1167v1TS234_2,0.607,0.424,0.0,0.55712890625
H1167v1TS169_3,0.691,0.565,0.0,0.8798828125
H1167v1TS215_1,0.835,0.759,0.0,0.8388671875
H1167v1TS067_2,0.703,0.758,0.0,0.69189453125
H1167v1TS234_1,0.61,0.415,0.0,0.5576171875
H1167v1TS248_1,0.767,0.685,0.0,0.66552734375
H1167v1TS169_5,0.691,0.565,0.0,0.8798828125
H1167v1TS441_3,0.799,0.519,0.0,0.8369140625
H1167v1TS441_1,0.798,0.52,0.0,0.8388671875
H1167v1TS433_1,0.798,0.52,0.0,0.8388671875
H1167v1TS398_3,0.835,0.793,0.0,0.82666015625
H1167v1TS291_5,0.822,0.553,0.0,0.7080078125
H1167v1TS441_4,0.809,0.538,0.0,0.83154296875
H1167v1TS433_3,0.799,0.519,0.0,0.8369140625
H1167v1TS368_4,0.375,0.305,0.0,0.71044921875
H1167v1TS493_5,0.801,0.761,0.0,0.830078125
H1167v1TS350_5,0.822,0.553,0.0,0.7080078125
H1167v1TS098_4,0.691,0.565,0.0,0.8798828125
H1167v1TS333_5,0.369,0.289,0.0,0.69873046875
H1167v1TS188_1,0.706,0.592,0.0,0.875
H1167v1TS234_3,0.609,0.408,0.0,0.5576171875
H1167v1TS234_4,0.609,0.451,0.0,0.5576171875
H1167v1TS215_3,0.837,0.754,0.0,0.826171875
H1167v1TS441_5,0.809,0.537,0.0,0.82470703125
H1167v1TS188_4,0.737,0.554,0.0,0.875
H1167v1TS368_2,0.388,0.356,0.0,0.75439453125
H1167v1TS098_5,0.691,0.565,0.0,0.8798828125
H1167v1TS067_1,0.702,0.752,0.0,0.693359375
H1167v1TS098_3,0.691,0.565,0.0,0.8798828125
H1167v1TS037_1,0.838,0.6,0.0,0.85302734375
H1167v1TS433_4,0.809,0.538,0.0,0.83154296875
H1167v1TS433_5,0.809,0.537,0.0,0.82470703125
H1167v1TS188_2,0.705,0.592,0.0,0.875
H1167v1TS098_2,0.691,0.565,0.0,0.8798828125
H1167v1TS433_2,0.814,0.549,0.0,0.83447265625
H1167v1TS035_1,0.767,0.685,0.0,0.66552734375
H1167v1TS462_4,0.838,0.529,0.0,0.8232421875
H1167v1TS333_4,0.375,0.305,0.0,0.71044921875
H1167v1TS037_2,0.851,0.802,0.0,0.83935546875
H1167v1TS035_2,0.839,0.805,0.0,0.798828125
H1167v1TS169_4,0.691,0.565,0.0,0.8798828125
H1167v1TS098_1,0.702,0.595,0.0,0.8798828125
H1167v1TS257_3,0.742,0.779,0.0,0.8623046875
H1167v1TS234_5,0.606,0.42,0.0,0.55859375
H1167v1TS248_2,0.839,0.805,0.0,0.798828125
H1167v1TS215_5,0.816,0.716,0.0,0.7900390625
H1167v1TS494_1,0.83,0.511,0.0,0.7265625
H1167v1TS215_4,0.809,0.569,0.0,0.8125
H1167v1TS188_3,0.702,0.595,0.0,0.8798828125
H1167v1TS441_2,0.814,0.549,0.0,0.83447265625
H1167v1TS215_2,0.834,0.747,0.0,0.81640625
H1167v1TS494_4,0.712,0.596,0.0,0.7216796875
H1167v1TS169_1,0.702,0.595,0.0,0.8798828125
H1167v1TS188_5,0.732,0.672,0.0,0.86962890625
H1167v1TS035_3,0.848,0.805,0.0,0.80126953125
