model,lDDToligo_True,lDDToligo_EnQA-MSA
T1127TS131_3o,0.833,0.8466796875
T1127TS131_4o,0.843,0.8408203125
T1127TS119_1o,0.831,0.85693359375
T1127TS119_3o,0.831,0.85693359375
T1127TS073_4o,0.713,0.8359375
T1127TS131_1o,0.831,0.85693359375
T1127TS119_5o,0.82,0.85693359375
T1127TS312_5o,0.848,0.7021484375
T1127TS398_1o,0.845,0.86328125
T1127TS165_3o,0.845,0.86328125
T1127TS165_1o,0.866,0.85986328125
T1127TS131_2o,0.837,0.83935546875
T1127TS073_2o,0.716,0.83154296875
T1127TS312_4o,0.846,0.703125
T1127TS493_4o,0.824,0.83935546875
T1127TS073_1o,0.72,0.8349609375
T1127TS073_5o,0.743,0.83837890625
T1127TS073_3o,0.688,0.82666015625
T1127TS147_1o,0.776,0.8798828125
T1127TS147_3o,0.729,0.8759765625
T1127TS205_4o,0.741,0.7001953125
T1127TS165_4o,0.826,0.8623046875
T1127TS398_3o,0.766,0.88818359375
T1127TS493_2o,0.759,0.8408203125
T1127TS147_5o,0.742,0.87744140625
T1127TS493_5o,0.763,0.84765625
T1127TS147_4o,0.713,0.87744140625
T1127TS493_3o,0.786,0.841796875
T1127TS035_5o,0.819,0.86962890625
T1127TS046_5o,0.819,0.86962890625
T1127TS493_1o,0.763,0.85791015625
T1127TS304_5o,0.682,0.8681640625
T1127TS248_5o,0.682,0.8681640625
T1127TS398_2o,0.731,0.87890625
T1127TS447_1o,0.781,0.67529296875
T1127TS398_4o,0.702,0.888671875
T1127TS447_3o,0.775,0.67626953125
T1127TS447_2o,0.773,0.673828125
T1127TS165_5o,0.525,0.5146484375
T1127TS278_5o,0.736,0.7470703125
T1127TS398_5o,0.762,0.87158203125
T1127TS447_4o,0.744,0.67919921875
T1127TS447_5o,0.74,0.697265625
T1127TS165_2o,0.46,0.654296875
T1127TS494_5o,0.493,0.69482421875
T1127TS494_3o,0.786,0.73974609375
T1127TS119_4o,0.73,0.857421875
T1127TS119_2o,0.727,0.857421875
T1127TS494_4o,0.774,0.759765625
T1127TS278_2o,0.726,0.7998046875
T1127TS278_4o,0.676,0.755859375
T1127TS234_1o,0.489,0.51416015625
T1127TS234_2o,0.492,0.51513671875
