model,lDDToligo_True,lDDToligo_EnQA-MSA
H1151TS169_3,0.843,0.62939453125
H1151TS439_1,0.791,0.82421875
H1151TS374_3,0.841,0.6455078125
H1151TS205_3,0.841,0.6298828125
H1151TS320_1,0.851,0.63427734375
H1151TS119_1,0.851,0.63427734375
H1151TS390_1,0.851,0.63427734375
H1151TS150_3,0.844,0.62255859375
H1151TS320_4,0.844,0.63720703125
H1151TS314_5,0.851,0.63427734375
H1151TS150_1,0.851,0.62646484375
H1151TS098_4,0.839,0.63525390625
H1151TS390_4,0.844,0.63671875
H1151TS150_4,0.849,0.62109375
H1151TS098_1,0.842,0.63427734375
H1151TS433_3,0.837,0.630859375
H1151TS298_2,0.85,0.62890625
H1151TS461_5,0.848,0.63134765625
H1151TS444_3,0.825,0.638671875
H1151TS188_4,0.842,0.63427734375
H1151TS320_5,0.849,0.62841796875
H1151TS446_5,0.848,0.63134765625
H1151TS390_5,0.849,0.62841796875
H1151TS494_3,0.815,0.6572265625
H1151TS441_3,0.837,0.630859375
H1151TS399_2,0.847,0.6298828125
H1151TS125_2,0.847,0.6298828125
H1151TS367_4,0.85,0.6337890625
H1151TS461_2,0.846,0.6337890625
H1151TS119_5,0.846,0.6337890625
H1151TS054_2,0.847,0.6298828125
H1151TS298_1,0.847,0.630859375
H1151TS446_2,0.846,0.6337890625
H1151TS461_3,0.839,0.63427734375
H1151TS367_3,0.849,0.6318359375
H1151TS446_3,0.839,0.63427734375
H1151TS037_1,0.842,0.63720703125
H1151TS037_3,0.834,0.650390625
H1151TS035_4,0.849,0.62109375
H1151TS494_1,0.842,0.63525390625
H1151TS433_1,0.837,0.6357421875
H1151TS441_1,0.837,0.6357421875
H1151TS348_1,0.849,0.6171875
H1151TS074_2,0.842,0.6201171875
H1151TS288_2,0.842,0.6201171875
H1151TS035_2,0.836,0.63671875
H1151TS288_3,0.846,0.6083984375
H1151TS074_3,0.846,0.6083984375
H1151TS215_3,0.819,0.60498046875
H1151TS185_3,0.801,0.6875
H1151TS493_3,0.809,0.64013671875
H1151TS071_1,0.845,0.630859375
H1151TS245_1,0.832,0.697265625
H1151TS385_1,0.832,0.697265625
H1151TS374_2,0.818,0.64013671875
H1151TS097_2,0.793,0.6337890625
H1151TS441_5,0.84,0.62451171875
H1151TS433_5,0.84,0.62451171875
H1151TS205_2,0.768,0.68115234375
H1151TS188_2,0.815,0.67236328125
H1151TS374_1,0.809,0.65087890625
H1151TS225_3,0.84,0.69091796875
H1151TS097_1,0.818,0.60498046875
H1151TS239_4,0.768,0.6181640625
H1151TS439_5,0.759,0.64404296875
H1151TS239_5,0.759,0.6435546875
H1151TS097_4,0.78,0.6396484375
H1151TS439_4,0.768,0.6181640625
H1151TS312_3,0.732,0.68212890625
H1151TS188_3,0.82,0.67431640625
H1151TS493_4,0.793,0.634765625
H1151TS348_5,0.811,0.63427734375
H1151TS433_2,0.839,0.62744140625
H1151TS441_2,0.839,0.62744140625
H1151TS071_5,0.835,0.62353515625
H1151TS433_4,0.847,0.62255859375
H1151TS441_4,0.847,0.62255859375
H1151TS185_4,0.811,0.66064453125
H1151TS374_5,0.839,0.673828125
H1151TS444_2,0.788,0.6533203125
H1151TS073_2,0.717,0.61669921875
H1151TS073_4,0.694,0.619140625
H1151TS037_2,0.739,0.6416015625
H1151TS444_5,0.805,0.6533203125
H1151TS278_3,0.732,0.646484375
H1151TS188_1,0.797,0.67333984375
H1151TS037_5,0.692,0.5703125
H1151TS185_1,0.804,0.6640625
H1151TS225_2,0.844,0.61962890625
H1151TS312_1,0.679,0.68359375
H1151TS097_3,0.741,0.5986328125
H1151TS447_5,0.759,0.67431640625
H1151TS447_1,0.759,0.67431640625
H1151TS447_4,0.759,0.67431640625
H1151TS215_5,0.774,0.5625
H1151TS444_1,0.781,0.654296875
H1151TS185_2,0.801,0.662109375
H1151TS073_5,0.698,0.63671875
H1151TS312_5,0.695,0.68359375
H1151TS444_4,0.756,0.6298828125
H1151TS278_4,0.8,0.6103515625
H1151TS185_5,0.803,0.66552734375
H1151TS494_5,0.59,0.63134765625
H1151TS037_4,0.752,0.59375
H1151TS073_1,0.707,0.625
H1151TS278_2,0.655,0.62841796875
H1151TS225_4,0.783,0.6806640625
H1151TS447_3,0.753,0.6904296875
H1151TS205_4,0.735,0.67724609375
H1151TS147_5,0.761,0.64404296875
H1151TS447_2,0.752,0.69482421875
H1151TS147_2,0.756,0.64892578125
H1151TS073_3,0.721,0.6103515625
H1151TS147_4,0.758,0.6591796875
H1151TS147_3,0.751,0.6494140625
H1151TS147_1,0.751,0.634765625
H1151TS091_4,0.701,0.7890625
H1151TS225_1,0.834,0.6396484375
H1151TS257_5,0.615,0.6962890625
H1151TS257_3,0.596,0.69091796875
H1151TS257_2,0.583,0.7021484375
H1151TS257_4,0.573,0.6923828125
H1151TS091_1,0.724,0.751953125
H1151TS257_1,0.576,0.68603515625
H1151TS314_1,0.729,0.6767578125
H1151TS215_1,0.732,0.63671875
H1151TS234_5,0.625,0.55517578125
H1151TS234_4,0.627,0.5556640625
H1151TS234_2,0.608,0.55615234375
H1151TS091_2,0.672,0.74267578125
H1151TS091_3,0.685,0.77392578125
H1151TS091_5,0.69,0.78857421875
H1151TS234_1,0.617,0.55517578125
H1151TS234_3,0.622,0.55517578125
H1151TS368_5,0.272,0.69384765625
H1151TS333_5,0.272,0.69384765625
H1151TS097_5,0.679,0.6572265625
H1151TS312_2,0.584,0.68359375
H1151TS225_5,0.702,0.66357421875
H1151TS278_5,0.618,0.59033203125
H1151TS187_3,0.71,0.62158203125
H1151TS423_3,0.71,0.62158203125
H1151TS423_1,0.706,0.61767578125
H1151TS187_1,0.706,0.61767578125
H1151TS131_4,0.719,0.56689453125
H1151TS333_3,0.255,0.65478515625
H1151TS165_5,0.656,0.376953125
H1151TS368_3,0.255,0.65478515625
H1151TS131_1,0.714,0.583984375
H1151TS119_3,0.714,0.583984375
H1151TS131_3,0.706,0.57177734375
H1151TS131_2,0.711,0.568359375
H1151TS131_5,0.698,0.57666015625
H1151TS215_4,0.689,0.5810546875
H1151TS165_1,0.708,0.3896484375
H1151TS187_2,0.715,0.6083984375
H1151TS423_2,0.715,0.6083984375
H1151TS494_4,0.662,0.70947265625
H1151TS398_5,0.68,0.6337890625
H1151TS398_3,0.653,0.63330078125
H1151TS333_4,0.26,0.70458984375
H1151TS398_2,0.716,0.63134765625
H1151TS314_4,0.678,0.677734375
H1151TS398_1,0.696,0.634765625
H1151TS312_4,0.622,0.68359375
H1151TS067_1,0.63,0.64794921875
H1151TS368_4,0.26,0.70458984375
H1151TS368_2,0.251,0.6884765625
H1151TS333_2,0.251,0.6884765625
H1151TS314_2,0.68,0.677734375
H1151TS067_2,0.576,0.59228515625
H1151TS314_3,0.679,0.68310546875
H1151TS165_3,0.673,0.39453125
H1151TS398_4,0.687,0.6298828125
H1151TS165_4,0.695,0.383544921875
H1151TS165_2,0.675,0.383544921875
