model,lDDToligo_True,lDDToligo_EnQA-MSA
H1141TS119_1,0.79,0.736328125
H1141TS390_2,0.814,0.80712890625
H1141TS360_1,0.814,0.77490234375
H1141TS439_2,0.778,0.76904296875
H1141TS185_3,0.777,0.85107421875
H1141TS367_4,0.815,0.7822265625
H1141TS071_1,0.796,0.75
H1141TS125_4,0.815,0.77001953125
H1141TS054_4,0.815,0.77001953125
H1141TS367_1,0.815,0.7841796875
H1141TS399_4,0.815,0.77001953125
H1141TS133_2,0.814,0.81298828125
H1141TS227_2,0.814,0.81298828125
H1141TS397_5,0.769,0.36962890625
H1141TS446_1,0.807,0.77294921875
H1141TS461_1,0.807,0.77294921875
H1141TS133_4,0.814,0.7861328125
H1141TS248_3,0.809,0.81005859375
H1141TS035_3,0.809,0.81005859375
H1141TS227_4,0.814,0.7861328125
H1141TS188_2,0.812,0.8154296875
H1141TS169_5,0.812,0.8154296875
H1141TS169_4,0.812,0.8154296875
H1141TS098_1,0.812,0.8154296875
H1141TS374_4,0.812,0.8310546875
H1141TS439_4,0.784,0.76025390625
H1141TS180_2,0.807,0.86865234375
H1141TS298_2,0.812,0.82568359375
H1141TS360_3,0.812,0.82568359375
H1141TS350_5,0.788,0.70166015625
H1141TS003_2,0.808,0.81982421875
H1141TS158_4,0.809,0.82275390625
H1141TS003_3,0.809,0.82275390625
H1141TS158_3,0.808,0.81982421875
H1141TS180_1,0.807,0.873046875
H1141TS367_5,0.811,0.828125
H1141TS086_4,0.808,0.81982421875
H1141TS288_2,0.8,0.77587890625
H1141TS086_3,0.809,0.82275390625
H1141TS188_1,0.813,0.81787109375
H1141TS133_1,0.813,0.82763671875
H1141TS098_2,0.813,0.69677734375
H1141TS239_3,0.8,0.79638671875
H1141TS227_1,0.813,0.82763671875
H1141TS071_2,0.797,0.7421875
H1141TS367_2,0.814,0.83544921875
H1141TS390_1,0.813,0.82763671875
H1141TS320_1,0.813,0.828125
H1141TS298_1,0.814,0.833984375
H1141TS150_1,0.813,0.7666015625
H1141TS360_4,0.814,0.833984375
H1141TS071_5,0.798,0.734375
H1141TS398_3,0.769,0.79833984375
H1141TS165_2,0.813,0.826171875
H1141TS011_4,0.814,0.77978515625
H1141TS434_4,0.814,0.77978515625
H1141TS444_3,0.788,0.833984375
H1141TS225_3,0.777,0.8505859375
H1141TS003_4,0.813,0.8388671875
H1141TS462_2,0.807,0.81396484375
H1141TS158_2,0.811,0.84619140625
H1141TS239_4,0.804,0.77978515625
H1141TS158_1,0.811,0.84814453125
H1141TS086_1,0.811,0.84814453125
H1141TS367_3,0.813,0.83837890625
H1141TS086_2,0.811,0.84619140625
H1141TS086_5,0.81,0.81689453125
H1141TS158_5,0.81,0.81689453125
H1141TS003_5,0.81,0.81689453125
H1141TS003_1,0.811,0.84814453125
H1141TS239_1,0.804,0.8408203125
H1141TS011_3,0.814,0.77880859375
H1141TS225_5,0.808,0.8369140625
H1141TS434_3,0.814,0.77880859375
H1141TS071_3,0.797,0.748046875
H1141TS439_1,0.783,0.8408203125
H1141TS494_5,0.792,0.76123046875
H1141TS071_4,0.797,0.73974609375
H1141TS169_3,0.811,0.7724609375
H1141TS350_1,0.802,0.69970703125
H1141TS493_5,0.77,0.83349609375
H1141TS205_1,0.807,0.78076171875
H1141TS091_4,0.74,0.71875
H1141TS423_1,0.808,0.8359375
H1141TS187_1,0.808,0.8359375
H1141TS239_5,0.794,0.77978515625
H1141TS312_3,0.809,0.70068359375
H1141TS298_5,0.814,0.78857421875
H1141TS092_1,0.756,0.86962890625
H1141TS091_1,0.738,0.810546875
H1141TS133_5,0.813,0.77392578125
H1141TS312_5,0.811,0.70068359375
H1141TS185_4,0.789,0.79052734375
H1141TS234_4,0.712,0.485595703125
H1141TS434_1,0.813,0.779296875
H1141TS011_1,0.813,0.779296875
H1141TS187_2,0.791,0.73046875
H1141TS423_2,0.791,0.73046875
H1141TS350_3,0.79,0.7021484375
H1141TS439_5,0.786,0.734375
H1141TS433_3,0.786,0.77587890625
H1141TS441_3,0.786,0.77587890625
H1141TS399_1,0.812,0.74169921875
H1141TS054_1,0.812,0.74169921875
H1141TS125_1,0.812,0.74169921875
H1141TS441_4,0.785,0.76953125
H1141TS433_4,0.785,0.76953125
H1141TS278_1,0.793,0.822265625
H1141TS215_3,0.777,0.79248046875
H1141TS187_4,0.807,0.75830078125
H1141TS423_3,0.807,0.75830078125
H1141TS215_5,0.772,0.7626953125
H1141TS399_3,0.815,0.73095703125
H1141TS234_3,0.722,0.486083984375
H1141TS125_3,0.815,0.73095703125
H1141TS054_3,0.815,0.73095703125
H1141TS398_1,0.774,0.81103515625
H1141TS348_4,0.811,0.775390625
H1141TS073_2,0.717,0.763671875
H1141TS150_4,0.811,0.77099609375
H1141TS205_4,0.788,0.73681640625
H1141TS314_4,0.743,0.70068359375
H1141TS169_2,0.815,0.75830078125
H1141TS444_1,0.784,0.84716796875
H1141TS067_1,0.733,0.7177734375
H1141TS165_3,0.727,0.5703125
H1141TS398_2,0.776,0.79541015625
H1141TS444_2,0.777,0.8505859375
H1141TS348_3,0.792,0.73291015625
H1141TS215_1,0.789,0.81103515625
H1141TS169_1,0.768,0.7578125
H1141TS446_5,0.803,0.7431640625
H1141TS461_5,0.803,0.7431640625
H1141TS091_5,0.737,0.76318359375
H1141TS215_2,0.789,0.8291015625
H1141TS494_3,0.798,0.78515625
H1141TS165_1,0.687,0.57470703125
H1141TS278_5,0.783,0.77880859375
H1141TS348_2,0.801,0.77001953125
H1141TS245_5,0.786,0.8388671875
H1141TS185_2,0.773,0.84033203125
H1141TS234_1,0.717,0.486328125
H1141TS054_2,0.798,0.72412109375
H1141TS125_2,0.798,0.72412109375
H1141TS073_4,0.68,0.69140625
H1141TS399_2,0.798,0.72412109375
H1141TS185_5,0.777,0.76171875
H1141TS462_5,0.803,0.767578125
H1141TS225_2,0.809,0.845703125
H1141TS073_3,0.684,0.70556640625
H1141TS067_2,0.726,0.640625
H1141TS098_4,0.627,0.70068359375
H1141TS423_4,0.803,0.74609375
H1141TS187_5,0.803,0.74609375
H1141TS234_5,0.724,0.48388671875
H1141TS288_3,0.754,0.71142578125
H1141TS131_3,0.783,0.73583984375
H1141TS398_4,0.778,0.80810546875
H1141TS225_4,0.802,0.84521484375
H1141TS462_4,0.801,0.7939453125
H1141TS234_2,0.724,0.485595703125
H1141TS315_1,0.376,0.873046875
H1141TS493_1,0.755,0.8232421875
H1141TS052_1,0.376,0.873046875
H1141TS097_5,0.803,0.849609375
H1141TS494_4,0.753,0.74365234375
H1141TS288_4,0.764,0.703125
H1141TS397_3,0.758,0.36572265625
H1141TS462_3,0.801,0.79296875
H1141TS446_3,0.765,0.72998046875
H1141TS461_3,0.765,0.72998046875
H1141TS397_4,0.77,0.374755859375
H1141TS374_3,0.803,0.8603515625
H1141TS444_5,0.785,0.8330078125
H1141TS441_5,0.78,0.7666015625
H1141TS245_4,0.784,0.81103515625
H1141TS433_5,0.78,0.7666015625
H1141TS131_4,0.781,0.74365234375
H1141TS462_1,0.801,0.8203125
H1141TS073_5,0.702,0.736328125
H1141TS348_5,0.807,0.7626953125
H1141TS180_5,0.799,0.79443359375
H1141TS278_3,0.785,0.78173828125
H1141TS098_5,0.597,0.7001953125
H1141TS390_3,0.808,0.78564453125
H1141TS320_3,0.808,0.7861328125
H1141TS150_2,0.808,0.76953125
H1141TS348_1,0.808,0.7861328125
H1141TS312_2,0.805,0.701171875
H1141TS446_4,0.803,0.74951171875
H1141TS461_4,0.803,0.74951171875
H1141TS187_3,0.805,0.74267578125
H1141TS188_3,0.807,0.779296875
H1141TS131_2,0.783,0.7392578125
H1141TS288_5,0.804,0.75537109375
H1141TS180_3,0.799,0.8046875
H1141TS147_1,0.686,0.474365234375
H1141TS098_3,0.807,0.779296875
H1141TS397_1,0.755,0.366943359375
H1141TS131_1,0.778,0.736328125
H1141TS119_3,0.778,0.736328125
H1141TS368_2,0.543,0.59375
H1141TS125_5,0.777,0.72314453125
H1141TS037_3,0.782,0.85009765625
H1141TS447_5,0.736,0.68896484375
H1141TS385_1,0.802,0.86962890625
H1141TS447_3,0.724,0.6865234375
H1141TS368_5,0.517,0.650390625
H1141TS368_4,0.532,0.6298828125
H1141TS368_1,0.533,0.6142578125
H1141TS205_3,0.713,0.69873046875
H1141TS097_2,0.784,0.81787109375
H1141TS165_4,0.784,0.378173828125
H1141TS119_4,0.771,0.73193359375
H1141TS147_5,0.691,0.6025390625
H1141TS397_2,0.689,0.6982421875
H1141TS147_4,0.685,0.483154296875
H1141TS119_2,0.774,0.73388671875
H1141TS374_5,0.8,0.8349609375
H1141TS447_2,0.736,0.68798828125
H1141TS368_3,0.54,0.6279296875
H1141TS333_3,0.54,0.6279296875
H1141TS333_5,0.517,0.650390625
H1141TS333_4,0.532,0.6298828125
H1141TS333_1,0.533,0.6142578125
H1141TS312_4,0.805,0.70068359375
H1141TS147_2,0.688,0.48681640625
H1141TS248_2,0.786,0.7939453125
H1141TS278_4,0.783,0.8134765625
H1141TS054_5,0.777,0.72314453125
H1141TS035_2,0.786,0.7939453125
H1141TS245_3,0.802,0.85595703125
H1141TS037_5,0.771,0.85205078125
H1141TS333_2,0.543,0.59375
H1141TS037_2,0.776,0.859375
H1141TS245_1,0.802,0.86962890625
H1141TS097_4,0.799,0.81982421875
H1141TS399_5,0.777,0.72314453125
H1141TS423_5,0.735,0.734375
H1141TS097_3,0.787,0.82861328125
H1141TS493_4,0.774,0.8427734375
H1141TS147_3,0.689,0.4814453125
H1141TS097_1,0.781,0.875
H1141TS447_1,0.723,0.6962890625
H1141TS447_4,0.737,0.693359375
H1141TS037_4,0.782,0.8642578125
H1141TS205_2,0.732,0.6982421875
H1141TS245_2,0.8,0.84130859375
